	hCiPSCs_5_corr	hCiPSCs_5_pval	hCiPSCs_5_qval	hCiPSCs_5_ci_low	hCiPSCs_5_ci_high
RBM47	0.24137229900824383	1.876406909112704e-107	2.060920255175453e-105	0.22062560073803067	0.26190067887721036
NR6A1	0.24131368646283252	2.1215515259597298e-107	2.2075301930644133e-105	0.22056639171635634	0.2618427092683209
HNRNPU	0.2402757661411052	1.8555870785751235e-106	1.8342478271715094e-104	0.2195179342250404	0.26081614963180816
SLC2A3	0.23986877555729325	4.3301998404509934e-106	4.0765738497960066e-104	0.2191068248797007	0.26041360113478973
HSP90AB1	0.23926776766190846	1.5088851541915809e-105	1.355939068107616e-103	0.21849974824023688	0.2598191398602138
SOX2	0.2373084982070947	8.612453074906254e-104	7.402965099604201e-102	0.21652080645949742	0.2578811040468032
NANOG	0.23695887164709686	1.765268599300715e-103	1.454140008673964e-101	0.21616768738460315	0.2575352491673921
VSNL1	0.23574793854267104	2.1000674988160278e-102	1.6607333780637147e-100	0.21494469998155225	0.2563373385412955
XRCC5	0.23485127058253244	1.3015735846770984e-101	9.896965295794705e-100	0.2140391481335022	0.25545027266747505
DPPA4	0.23459203680438026	2.202230183977033e-101	1.6125218791565164e-99	0.2137773526190264	0.2551938084653354
SEMA6A	0.2343991239908925	3.255646813763509e-101	2.2987191967180205e-99	0.21358253539022193	0.2550029547932131
DDX21	0.23401992115855208	7.012773408168236e-101	4.780776906189173e-99	0.21319959393259394	0.2546277948728566
CECR2	0.23398148928689616	7.579316288995711e-101	4.994769434448173e-99	0.21316078351159512	0.25458977240055447
SERBP1	0.23359243739212832	1.6627580179025465e-100	1.060410516578495e-98	0.21276790320152886	0.25420486133262993
HNRNPC	0.2329827856527629	5.677831591479405e-100	3.50783533011087e-98	0.2121522658051944	0.2536016852145803
TRIM71	0.23186848580972674	5.307540727129589e-99	3.1796993992530903e-97	0.21102706831701412	0.25249917984425113
RBPMS2	0.23184913156785508	5.517043664691022e-99	3.2079986250276914e-97	0.21100752528224745	0.252480029986922
EIF1AX	0.23092502548687482	3.488256147446165e-98	1.970366401000305e-96	0.21007442430582543	0.25156566383647755
DNMT3B	0.2306875319005474	5.595603278155693e-98	3.072918800253835e-96	0.2098346251829228	0.2513306674430548
ADD2	0.22994296133199096	2.453168409790566e-97	1.3107875530151214e-95	0.20908284274479788	0.2505939100948662
SCGB3A2	0.2288748592497823	2.0247672961633737e-96	1.0534118275039446e-94	0.20800443813893743	0.24953697446824746
RP11-267L5.1	0.22813775938537698	8.632031174648776e-96	4.37577580314888e-94	0.20726025806551715	0.2488075518919483
UBE2S	0.22780269493063277	1.6657400503213103e-95	8.232920198713076e-94	0.20692198313869867	0.2484759695604903
HNRNPA3	0.22726853419662557	4.739725669594552e-95	2.2854725972654706e-93	0.20638271458426755	0.24794735001860438
CENPF	0.22722569123643024	5.153779406605506e-95	2.425957592109306e-93	0.20633946249524648	0.24790495096249002
HN1	0.22680860525445443	1.163625219606035e-94	5.349969905025886e-93	0.2059183978159442	0.2474921823483476
PKIB	0.22620163268419527	3.7949050559048077e-94	1.7051198398917737e-92	0.20530564898765846	0.24689147929894448
TPM3	0.22554769608587522	1.3507002090595766e-93	5.93407625180174e-92	0.2046455075294365	0.24624427952632894
SFRP2	0.2248008890035649	5.727942396374743e-93	2.4617700255723625e-91	0.20389163764375798	0.24550514344112204
CLDN6	0.22392431430410112	3.1006109202930454e-92	1.3042356998764577e-90	0.20300680451896103	0.24463754196359308
PA2G4	0.22350850410587372	6.890116146941714e-92	2.8378665880216183e-90	0.20258708881639503	0.24422597668598348
HNRNPAB	0.22322360421809737	1.1896146755714839e-91	4.7997310481731095e-90	0.2022995174390604	0.24394398097350958
RANBP1	0.22308905966453207	1.5392019900054798e-91	6.086004668481667e-90	0.20216371252350157	0.2438108067045454
MKI67	0.22210370109008223	1.0101909533755852e-90	3.9159755192618276e-89	0.20116914801401659	0.24283545980906407
TACC3	0.22198404263542512	1.2686768544713783e-90	4.8234118101729134e-89	0.20104837456211394	0.24271701428303277
MSH2	0.22071060174196744	1.4211513601432549e-89	5.301162715100406e-88	0.199763106964504	0.24145644344086212
CDC20	0.21980318300581494	7.873515498468134e-89	2.8825815074947223e-87	0.19884730482699708	0.24055815282500678
RP11-132A1.3	0.21925527363183114	2.2051760661711556e-88	7.926605605127954e-87	0.19829435118369879	0.240015737894858
MYBL2	0.21891445980581115	4.178531693658359e-88	1.4751709211361742e-86	0.19795040642228384	0.23967833521577508
YWHAE	0.21843164279992114	1.031397987455342e-87	3.5773224933319496e-86	0.19746316278490014	0.2392003420562777
SEPHS1	0.21772361867263035	3.8645191060874647e-87	1.3172679780577442e-85	0.19674866598534374	0.23849937362492096
SALL4	0.2168225132129274	2.061442765437797e-86	6.907580249611059e-85	0.19583935494510085	0.23760721667154663
VRTN	0.21663228259451728	2.932436977585022e-86	9.662379841142648e-85	0.195647396675289	0.23741887067193904
HNRNPM	0.21595747267841836	1.0208304976669754e-85	3.3084949080124762e-84	0.1949664711867731	0.23675073350664813
CTC-260E6.6	0.21557282600531155	2.074388837330391e-85	6.614623760326102e-84	0.19457834764576612	0.23636988155084887
NUCKS1	0.21550775789152982	2.3384101645597738e-85	7.338153802118528e-84	0.1945126920235233	0.2363054547321707
PEBP1	0.21513851564137956	4.6115198602842604e-85	1.4245273068409349e-83	0.19414011939980594	0.23593984817832225
PLK1	0.21483426000619207	8.06183425802308e-85	2.4520378966325583e-83	0.19383312408899264	0.23563858393169337
RAB17	0.2143617158154357	1.9161930605772667e-84	5.739869213274631e-83	0.19335633301976202	0.23517067778577114
SET	0.2143517908741361	1.95131153092806e-84	5.757825218872798e-83	0.19334631898678992	0.2351608501548487
ZSCAN10	0.21424424375234788	2.375570820019526e-84	6.906622810556768e-83	0.19323780674418375	0.2350543572199397
TRIML2	0.2104469726649592	2.300056534569791e-81	6.590161983832574e-80	0.1894067885581019	0.23129398707024398
NASP	0.2096899821304457	8.909538002237339e-81	2.51630809006046e-79	0.18864314707042976	0.2305442783100897
LECT1	0.208663493257451	5.540760428210254e-80	1.5428286431791089e-78	0.18760768007585907	0.22952762406544874
ASPM	0.20829725389183096	1.0609762051803966e-79	2.9132638300578385e-78	0.1872382487472419	0.22916488256140333
GABRB3	0.20810692517159787	1.4863089718153616e-79	4.025250462025986e-78	0.1870462635673627	0.22897636933496443
GLDC	0.20765452626276742	3.3075150690156437e-79	8.836428772221525e-78	0.18658993381904362	0.22852827945358495
PWAR6	0.20681266578713398	1.457863011912195e-78	3.8429268994005465e-77	0.18574078271332622	0.22769441402200952
KPNA2	0.206483591002677	2.5986142813398793e-78	6.759816360801238e-77	0.1854088666506952	0.22736845609375986
RBM8A	0.20609003176090177	5.180515282921892e-78	1.3301141187450104e-76	0.185011915677391	0.22697861833206037
CKS1B	0.20558886157259132	1.2445490707446068e-77	3.154453221618061e-76	0.18450643631191016	0.22648217749875776
CYP2S1	0.20549299134855445	1.4713233141977642e-77	3.682033154644278e-76	0.18440974304432828	0.22638721072915396
HEY2	0.2050219539329289	3.3445454409423794e-77	8.265207920928855e-76	0.18393466771251113	0.22592060646900708
PTGES3	0.20488743546432164	4.226841763671924e-77	1.031662489725851e-75	0.18379899790767235	0.22578735225685986
SFPQ	0.20480651380130244	4.865716334752787e-77	1.1731123407080805e-75	0.18371738402760038	0.22570719075008971
VSIG10	0.2045758975204015	7.264647226433888e-77	1.7303864538144334e-75	0.18348479661258588	0.2254787392635995
IQGAP2	0.2021370733971596	4.88328699968943e-75	1.1493164759983337e-73	0.18102527178330577	0.22306266767386887
POLR3G	0.20131072493092703	2.0064030503679068e-74	4.66665744773806e-73	0.1801919691753966	0.22224397014639738
FKBP4	0.20127465628452984	2.1337424102392584e-74	4.9051264477244346e-73	0.18015559768346975	0.22220823477754653
EPCAM	0.20124602286128038	2.240542348318604e-74	5.0914393363515864e-73	0.18012672388466036	0.22217986588966437
CNTNAP2	0.20086742427855064	4.2706983181208046e-74	9.594512016960035e-73	0.17974495041566602	0.22180476172977703
UBE2C	0.20069815574551003	5.695884766236082e-74	1.2652544025672735e-72	0.17957426447353375	0.22163705352185772
SNRPD1	0.1999512669585319	2.0230226029671444e-73	4.4439063178511607e-72	0.17882113662799679	0.22089703479828726
HSP90AA1	0.1990757273081932	8.8790619389181e-73	1.929000599257262e-71	0.17793831477329092	0.22002951786498134
JADE1	0.19891068306050305	1.1724875948913047e-72	2.51957388597838e-71	0.17777190159971537	0.21986598223264828
SPINT2	0.1985326261219361	2.214452608429765e-72	4.7074976417910165e-71	0.17739071350142485	0.21949137654966405
C1QBP	0.197751259814685	8.207156912751631e-72	1.7261222570755294e-70	0.17660289583182534	0.21871712369502938
LINC00678	0.1965658172591929	5.9239963233310205e-71	1.232814813813203e-69	0.17540771738979466	0.21754242283709296
CYCS	0.1956447682449295	2.726834746623984e-70	5.615575306328768e-69	0.17447914696923378	0.21662967780934073
HMGN1	0.1949246246118134	8.947264516611093e-70	1.823581644261869e-68	0.1737531487724987	0.21591600128460342
NOP58	0.19424957223531264	2.7133923556692164e-69	5.4658866877343864e-68	0.17307262930720568	0.2152469907163977
FRAT2	0.19424427095727512	2.7370904506105424e-69	5.4658866877343864e-68	0.17306728517539471	0.21524173680750408
TBCA	0.19380746343093838	5.598551672755185e-69	1.1068336657037001e-67	0.1726269509261782	0.21480882816338007
SLC7A8	0.1938004297378455	5.663355827106608e-69	1.10855984853364e-67	0.17261986051328845	0.21480185718452346
POU5F1	0.19369717855790136	6.705350162913821e-69	1.2996546345177082e-67	0.17251577696703965	0.21469952637268175
KIF20B	0.19366755165151678	7.038172654726667e-69	1.3509191590674388e-67	0.1724859113086994	0.214670163471696
RPS26	0.19334311738947146	1.1956771255181516e-68	2.2729362280282553e-67	0.1721588651027869	0.21434861775949762
SNRPG	0.19320576457068311	1.4959760064432552e-68	2.8167091092745866e-67	0.1720204078958713	0.21421248646835528
MTHFD2	0.19295872119102894	2.2374700624288403e-68	4.1730927485111486e-67	0.17177138026552596	0.21396763807987337
NAP1L1	0.1929095148904071	2.424103964863276e-68	4.478928540686633e-67	0.17172177906361896	0.21391886866410043
FOXH1	0.19287944639512056	2.5457047259647603e-68	4.660053928918825e-67	0.17169146930887244	0.21388906708449548
ARHGAP11A	0.19273602193590542	3.2147804411036897e-68	5.8308448917999954e-67	0.17154689461218037	0.21374691525482323
LRPPRC	0.19243505259376079	5.242600162641035e-68	9.422382292310296e-67	0.17124351451885664	0.21344861357195424
SNRPF	0.19241144194868526	5.4474529547156e-68	9.70235539772319e-67	0.17121971492355187	0.21342521203545617
TOP2A	0.19226022896098213	6.962313356225868e-68	1.228972634398084e-66	0.1710672924016265	0.21327533769957702
ATP5B	0.19015600240546562	2.0705738897062291e-66	3.622588123848863e-65	0.16894633966671033	0.21118963669744126
KIF4A	0.18961468768676457	4.923131166160177e-66	8.537745890788307e-65	0.16840075388232778	0.21065305672189336
COX5A	0.18952420327454228	5.68857180101191e-66	9.779396913565692e-65	0.1683095568005327	0.21056336251730978
RP11-1144P22.1	0.18946658800799485	6.23662049857342e-66	1.0629136832482458e-64	0.1682514879362571	0.21050625022492656
PHC1	0.18917819414317794	9.87871515616757e-66	1.6692495610036994e-64	0.16796082579599633	0.21022037184428802
TIMM13	0.18899339228133277	1.3259455231249929e-65	2.2215205925577213e-64	0.16777457236993393	0.21003718000487634
TPI1	0.18889209813755958	1.5578719189122626e-65	2.5881620031004566e-64	0.16767248323318662	0.2099367677244402
LDHB	0.18843780185119244	3.2062666897002383e-65	5.282324371281143e-64	0.1672146270633048	0.20948642106557455
CENPE	0.1882151481622757	4.563852880655399e-65	7.456807557897293e-64	0.16699023199396526	0.20926569985508325
FABP5	0.18813063934022092	5.217680030825252e-65	8.455207722083216e-64	0.16690506280182127	0.2091819239489663
SRSF3	0.18781168933813797	8.643160276174718e-65	1.3892299078046682e-63	0.16658362330960777	0.2088657373065082
AURKAIP1	0.18713054869607756	2.5317568682318395e-64	4.036518813301893e-63	0.16589718128863512	0.20819048327956713
INCENP	0.1870438399052895	2.9020594868772986e-64	4.589897284445135e-63	0.1658097991119289	0.20810452241083194
NDUFS6	0.1864109351195556	7.843824941532413e-64	1.2307334848737763e-62	0.1651719892471307	0.20747706700340626
AURKA	0.18639714096111037	8.015335306782425e-64	1.2477415670479414e-62	0.16515808838030535	0.20746339142113657
GTSE1	0.18620340611831654	1.0858626458991085e-63	1.6771487897988573e-62	0.1649628557416315	0.2072713210754472
FZD5	0.18586586102024186	1.841394266162218e-63	2.8220437706997713e-62	0.16462270500335605	0.20693667215802045
MORF4L1	0.1851800640867302	5.367495540590818e-63	8.162722064421574e-62	0.16393162970100572	0.20625674426545926
RIF1	0.1849609019541916	7.54847828835467e-63	1.13918637985322e-61	0.16371078514216655	0.2060394534279005
SLIRP	0.18474099988424444	1.0623203327279034e-62	1.591066134699292e-61	0.1634891971063916	0.20582142688155278
ZIC2	0.1835082384820366	7.154949273350268e-62	1.0635590010085323e-60	0.1622470239566157	0.20459914083056666
CCNA2	0.18281597434564503	2.0755452202691366e-61	3.062203657068719e-60	0.16154950414419042	0.20391273034785024
PTPRZ1	0.1827425121502081	2.3232905579901985e-61	3.40232995047898e-60	0.16147548547009216	0.2038398881173572
SNRPD2	0.1826474581893657	2.6880457938694893e-61	3.9075489224117503e-60	0.16137971182731772	0.20374563599283763
HNRNPA2B1	0.18256630620440956	3.044239562057096e-61	4.393037674588963e-60	0.1612979457334361	0.2036651682633515
MT-ND4	0.1819087215518381	8.325855947163151e-61	1.1927693628653297e-59	0.160635395648416	0.2030131177045773
GMNN	0.18168944871754367	1.1634582472137104e-60	1.6547891760730254e-59	0.16041447134351722	0.20279568606289125
NCAPD2	0.1813929127417033	1.8280008816251145e-60	2.581398387837751e-59	0.16011570537418812	0.20250163673315796
SPINT1	0.18134185248885223	1.9757375992042584e-60	2.7702363359055453e-59	0.16006426153425965	0.20245100426943521
NMRK2	0.1812110472202032	2.4107368815608552e-60	3.356356911863247e-59	0.1599324741262138	0.20232129438865162
HMGB2	0.18108209171702502	2.932797989225172e-60	4.054644492795919e-59	0.1598025511149464	0.2021934180580251
EIF5B	0.1810712008149982	2.9817345190830733e-60	4.0936730168244695e-59	0.1597915785360465	0.20218261826425768
AURKB	0.18104503785560663	3.1026429341714845e-60	4.230293159211741e-59	0.15976521938770022	0.20215667415112532
MAD2L1	0.18069132695166742	5.307035803292334e-60	7.186308070622564e-59	0.15940885907969454	0.20180591903736958
CCNB2	0.17973193217946823	2.262959732110638e-59	3.043449925430429e-58	0.1584423060672328	0.2008545141927358
SUMO2	0.1795375020020272	3.033016026980554e-59	4.0515355982030786e-58	0.15824643017886242	0.20066169839159728
MCM4	0.17940960954447796	3.67673127816632e-59	4.878454857003231e-58	0.15811758767392148	0.20053486694761866
APOC1	0.17912635537052685	5.628079944174875e-59	7.417809366422485e-58	0.1578322319313021	0.20025396016861546
HELLS	0.17849670203559628	1.4462559142928322e-58	1.8935416838125362e-57	0.1571979197023534	0.19962951247791166
JPH1	0.17781167253236424	4.021685500157328e-58	5.230836995928315e-57	0.15650784152817337	0.19895012694384182
HNRNPK	0.17708063022681592	1.192263972829919e-57	1.540592074695915e-56	0.1557714343785121	0.1982250852963396
UQCRH	0.17707374733691233	1.2044979929622755e-57	1.5462938520041677e-56	0.15576450109022644	0.19821825879371016
YWHAB	0.1769482630371684	1.4507916848674527e-57	1.8504613941825508e-56	0.1556380983285682	0.19809380214987207
GAL	0.1768452074931056	1.690114139645012e-57	2.1418946500501214e-56	0.1555342890081363	0.19799159007110703
HMGB1	0.17660134514248144	2.4247285434848886e-57	3.0533046690889327e-56	0.15528864485645497	0.19774972179728392
KIF23	0.1764960417072546	2.8331971985671255e-57	3.545082823776713e-56	0.155182572827468	0.19764527863838577
TUBA1C	0.1764059226696698	3.2367287436319837e-57	4.0245363057612783e-56	0.15509179641498563	0.1975558954469045
USP28	0.17634453911037412	3.5438716856427427e-57	4.378896451572314e-56	0.1550299652983168	0.19749501289947796
SNRPB	0.17614135439418432	4.782954344965793e-57	5.873230273290294e-56	0.15482530032096514	0.19729348541059752
HSP90B1	0.17581979470196604	7.681549736610204e-57	9.374335697085415e-56	0.1545014017096174	0.1969745447893299
DEK	0.17576319520170905	8.348771805795075e-57	1.006780263333179e-55	0.15444439099753585	0.19691840582281267
CRABP1	0.1757629615873178	8.351642042824549e-57	1.006780263333179e-55	0.15444415568616232	0.19691817410898657
TUBB	0.17563266643694325	1.0115748444882412e-56	1.2120505863959107e-55	0.15431291444457212	0.19678893860393448
RAN	0.17546334224562332	1.2973426790332431e-56	1.5450882388245311e-55	0.1541423618908764	0.19662099036913044
PGAM1	0.17544937252741694	1.3242338108658332e-56	1.5676708048393727e-55	0.15412829088608335	0.19660713411573338
LIN28A	0.17501247818555735	2.513234550062572e-56	2.957538515162919e-55	0.1536882332331327	0.19617378405083957
RP4-792G4.2	0.17462647584486743	4.420443586353725e-56	5.171134301906103e-55	0.15329944310026597	0.19579090625119216
KRTCAP3	0.17408962463212052	9.67312643671807e-56	1.124927703846566e-54	0.15275872560933018	0.19525838991531666
KPNB1	0.17381093125688507	1.451035908724202e-55	1.6776011646478054e-54	0.15247803018464362	0.1949819419652639
CDCA2	0.17365061051728173	1.8316828155515128e-55	2.1053703060147332e-54	0.15231655930839327	0.19482291140151176
CKS2	0.17332905153369454	2.9205932702576443e-55	3.3375797082655275e-54	0.1519926969023424	0.19450393679770142
PABPC1	0.17313584389105327	3.863857265918019e-55	4.3901412728275426e-54	0.1517981074594336	0.19431227981725216
EIF2S2	0.17310001568224234	4.0695385225223496e-55	4.597415805158106e-54	0.15176202319292695	0.19427673898379597
LCP1	0.17250690801859567	9.587079683444563e-55	1.0769123030778353e-53	0.15116468496066357	0.1936883805136111
CKAP2	0.1718379744327567	2.510492539938842e-54	2.804092514948639e-53	0.15049099865101978	0.19302478499944467
MT-ND2	0.17178135338617334	2.723116160532999e-54	3.024494746839179e-53	0.15043397622614713	0.19296861489754388
SMC2	0.17171375815551035	3.0005456349369176e-54	3.3140104582515564e-53	0.15036590200881522	0.19290155783096147
SKIL	0.17097030542567207	8.698465012693663e-54	9.553814072275207e-53	0.1496171944545192	0.19216401109191072
PFN1	0.17093316860806815	9.172254279475789e-54	1.0018534094211953e-52	0.14957979579100716	0.19212716866145227
MT-ND5	0.1708196946371911	1.0785073645493825e-53	1.1715434394033677e-52	0.14946552211143294	0.19201459383956002
TTK	0.17070723655207606	1.2661669224764996e-53	1.3678754129705135e-52	0.14935227203989274	0.19190302630340947
RPL4	0.16956257925906096	6.438894445144693e-53	6.918312129375575e-52	0.14819958536774971	0.19076740231669612
SRSF7	0.16936883101780706	8.469579390207037e-53	9.051004569967196e-52	0.14800448379259018	0.19057517746404304
MAP7	0.1693546950443449	8.640564799929611e-53	9.18408419863486e-52	0.14799024914426318	0.19056115257415954
SPC25	0.16914459559061618	1.1626893849204217e-52	1.229217601062927e-51	0.14777868415405343	0.19035270310750504
RP11-20D14.6	0.16882002296240706	1.837773380066915e-52	1.9325946661661124e-51	0.14745185133205577	0.19003067570652973
CTSV	0.16876705602996595	1.980158356340424e-52	2.071308502902126e-51	0.14739851600201037	0.18997812369596298
EIF5A	0.16870836732726532	2.150780391172793e-52	2.2379435964992693e-51	0.14733941925056734	0.18991989459525954
YBX1	0.16739436566420393	1.3576671494559553e-51	1.4052921227614785e-50	0.1460163215904919	0.1886161440470779
MRTO4	0.1673054145188678	1.5371666978832114e-51	1.5755614881262373e-50	0.14592675745676614	0.1885278841459714
KIF11	0.16730497724070614	1.5381050440483753e-51	1.5755614881262373e-50	0.1459263171660583	0.18852745026507559
TUBB4B	0.1672569854908167	1.6446320641191674e-51	1.6759987581255638e-50	0.14587799483744204	0.18847983131841936
SSBP1	0.16714058331361653	1.934509504326291e-51	1.9612950205400395e-50	0.14576079127779895	0.18836433294682445
CALM1	0.1668225905778118	3.0123442887403144e-51	3.0384717647140828e-50	0.1454406123482221	0.1880488062754886
PRELID1	0.16641548442693435	5.3035515876876527e-51	5.322396694852025e-50	0.1450307138876605	0.18764485087699048
MCM5	0.16635285754568255	5.784971410935961e-51	5.776206302737574e-50	0.14496765810491208	0.18758270805211796
MYCN	0.1658491709967368	1.1620779752916219e-50	1.1544865111314254e-49	0.14446052836469367	0.1870829084228077
SGOL1	0.16578088498595764	1.277113095150927e-50	1.2624262945566913e-49	0.14439177641698805	0.1870151485249606
SPDL1	0.1654180854634188	2.1073013578888945e-50	2.072703872908629e-49	0.1440265048623963	0.18665514082064896
WFDC2	0.16512580149682834	3.151959435051348e-50	3.0848632688596606e-49	0.1437322335801942	0.18636510189181116
KIF14	0.16506800856035714	3.4128346564649255e-50	3.323731091542442e-49	0.1436740481423297	0.18630775242543002
CBS	0.16503558046050687	3.568512931646009e-50	3.458308855815765e-49	0.14364139987144853	0.18627557309696355
MT-ND1	0.1646681025597182	5.911930605079711e-50	5.701408198167116e-49	0.14327143022835143	0.185910911109841
PGD	0.16398195224820972	1.512523771001325e-49	1.451582279257097e-48	0.142580643372977	0.18523000297368583
CLDN7	0.163686139740884	2.264788534572546e-49	2.163037165627982e-48	0.14228283839451109	0.18493644417409572
EIF3K	0.1636277859499404	2.452300273505748e-49	2.3308642503465688e-48	0.14222409201406003	0.1848785345155414
ALYREF	0.1635670462282817	2.663901766421514e-49	2.5198726278542267e-48	0.14216294381111452	0.18481825692891085
CENPA	0.16355835685596867	2.6956235534706628e-49	2.5377370310530954e-48	0.1421541960151773	0.1848096336561643
HMGA1	0.16331632052049422	3.747506655592023e-49	3.511289411424374e-48	0.14191053367444315	0.1845694371624788
RPSA	0.16303224414970888	5.513033170187949e-49	5.1411634799347057e-48	0.14162455218150188	0.18428751696259357
SLC7A5	0.16280161780548186	7.538186435848983e-49	6.996711072147154e-48	0.14139238179900432	0.18405863852536689
PIF1	0.16185800158328614	2.6982369027392706e-48	2.4927169891194103e-47	0.14044247261774656	0.18312214991744835
PMAIP1	0.16142988119513113	4.79974591261743e-48	4.413533799648679e-47	0.14001151010369234	0.18269725061381994
PRDX1	0.16120055371575567	6.530075499950118e-48	5.976832992315455e-47	0.13978066354542304	0.18246964527689474
KIFC1	0.16091166827982775	9.617313816224919e-48	8.761949039021505e-47	0.1394898678291299	0.18218292599141217
HSPA8	0.1604405249941809	1.8054251994783077e-47	1.637305329985603e-46	0.13901561699370446	0.1817153077199639
NPM1	0.1602105081664951	2.453625910323956e-47	2.2149855820595713e-46	0.1387840865994276	0.18148700834370074
TOMM7	0.15980395589861895	4.214956720049594e-47	3.787713379790022e-46	0.13837486484749317	0.1810834860434957
LRRN1	0.1593780445109498	7.418027418843661e-47	6.635945795047022e-46	0.1379461647088812	0.18066074121898626
CALM2	0.15917074380979396	9.76169693630309e-47	8.693186866248293e-46	0.13773750956506778	0.18045497891051449
BEX1	0.15894959636735087	1.307812274645142e-46	1.1594371600777784e-45	0.13751491930657087	0.18023547056460756
EIF4A1	0.15857473895563365	2.1449854239576498e-46	1.8931411531983363e-45	0.13713762118511777	0.17986338667137655
RP1-46F2.2	0.1580436702751657	4.314478875880312e-46	3.790988772273501e-45	0.13660310534625666	0.17933623686637223
TKT	0.15796710311609713	4.770867206378367e-46	4.173453303986739e-45	0.13652604222068582	0.17926023370510635
TSTD1	0.15769737055100472	6.796057091135697e-46	5.918856770561794e-45	0.13625456452060916	0.17899248597972015
FAM64A	0.1575806266695206	7.919118446957982e-46	6.86670928492804e-45	0.13613706631979805	0.17887660018548815
NDUFAB1	0.1572640928751148	1.1981261687994728e-45	1.0343648190901998e-44	0.13581849033520488	0.17856238999488994
SRM	0.15696051417522597	1.7807751907277852e-45	1.5306924139429701e-44	0.1355129571941421	0.1782610357173646
ACLY	0.15687793469623793	1.9831916283546475e-45	1.6973029650463802e-44	0.1354298467737834	0.1781790606344532
MAL2	0.1564471486747406	3.474154865056096e-45	2.9605190380240954e-44	0.13499629592540174	0.1777514227252029
DIAPH2	0.1564169720192188	3.613090112967413e-45	3.0656992074405906e-44	0.13496592590098627	0.1777214662940715
PRC1	0.15639193850491748	3.7325303224844106e-45	3.1535095929708033e-44	0.13494073200509518	0.17769661544037788
LINC00458	0.15635997123404596	3.890779560853537e-45	3.273221783747848e-44	0.1349085599706334	0.17766488138375447
COX7A2	0.15621427797542947	4.7008385408971794e-45	3.937948218370222e-44	0.13476193405924872	0.17752025045558706
CDKN3	0.1561977635106736	4.8026476724903116e-45	4.0062592609760954e-44	0.13474531393672487	0.1775038563488889
TUBA4A	0.15614397350186815	5.1497071835089274e-45	4.2777189503349367e-44	0.13469117986891987	0.17745045828176173
DDT	0.15591600394583122	6.919638856060679e-45	5.723902099762327e-44	0.13446175356431003	0.1772241484366394
METAP2	0.1558837926644364	7.214328572888246e-45	5.942803161916693e-44	0.134429336635022	0.17719217148475422
ARPC5L	0.15574060031177547	8.682914335621743e-45	7.122872050424974e-44	0.13428523064896294	0.17705002027830935
SLC25A5	0.1555691112635516	1.0837626700276809e-44	8.853714043986468e-44	0.13411264861551797	0.17687977695054055
UPP1	0.1547801224154366	2.9950606454287053e-44	2.4267356131198976e-43	0.13331864791705922	0.17609650299792173
RPL7	0.15473354941039724	3.179736028806268e-44	2.565852297530609e-43	0.13327177992998746	0.17605026649214756
PDZD4	0.15464471477167183	3.563965973334337e-44	2.864211678569912e-43	0.13318238290053844	0.1759620734406246
PARK7	0.1546318881302306	3.623134034516121e-44	2.8999740834973166e-43	0.13316947508556987	0.17594933940829982
ASRGL1	0.15450935141127356	4.2400118255354486e-44	3.3800416851143477e-43	0.13304616325879873	0.1758276870521254
NDC80	0.154172490861259	6.528085554503733e-44	5.1831426270095905e-43	0.1327071753166524	0.1754932543113206
