time,state,frac_marker_silver,frac_scanvi
0.5,hADSCs,1.0,0.0011259449895447966
0.5,unknown_or_ood,0.0,0.9988740550104552
2.0,epithelial_like,0.013915547024952015,0.0
2.0,hADSCs,0.986084452975048,0.0
2.0,unknown_or_ood,0.0,1.0
4.0,epithelial_like,0.4827586206896552,0.0
4.0,hADSCs,0.5172413793103449,0.0038314176245210726
4.0,unknown_or_ood,0.0,0.9961685823754789
8.0,epithelial_like,0.9086350974930362,0.0
8.0,hADSCs,0.09136490250696379,0.0
8.0,intermediate_plastic,0.0,0.08523676880222841
8.0,unknown_or_ood,0.0,0.9147632311977716
12.0,ambiguous,0.002506265664160401,0.0
12.0,epithelial_like,0.15338345864661654,0.0001670843776106934
12.0,hADSCs,0.8419381787802841,0.0018379281537176273
12.0,intermediate_plastic,0.002172096908939014,0.5530492898913951
12.0,unknown_or_ood,0.0,0.44494569757727653
16.0,ambiguous,0.013181332383327396,0.0
16.0,epithelial_like,0.34609903811898823,0.00017812611328820805
16.0,hADSCs,0.6229070181688635,0.0003562522265764161
16.0,intermediate_plastic,0.017812611328820806,0.6565728535803349
16.0,unknown_or_ood,0.0,0.3428927680798005
16.33,ambiguous,0.0022708840227088404,0.0
16.33,epithelial_like,0.32652068126520684,0.00048661800486618007
16.33,hADSCs,0.6671532846715329,0.0
16.33,intermediate_plastic,0.0040551500405515,0.16982968369829685
16.33,unknown_or_ood,0.0,0.829683698296837
16.67,ambiguous,0.00035373187124159886,0.0
16.67,epithelial_like,0.17332861690838344,0.0
16.67,hADSCs,0.8234877962504422,0.0
16.67,intermediate_plastic,0.002829854969932791,0.20622568093385213
16.67,unknown_or_ood,0.0,0.7937743190661478
17.0,ambiguous,0.00020538098172109262,0.0
17.0,epithelial_like,0.26124460874922983,0.00020538098172109262
17.0,hADSCs,0.738344629287328,0.00020538098172109262
17.0,hCiPS,0.00020538098172109262,0.0
17.0,intermediate_plastic,0.0,0.1782706921339084
17.0,unknown_or_ood,0.0,0.8213185459026494
18.0,ambiguous,0.0008629368617862793,0.0
18.0,epithelial_like,0.09219042140083417,0.0
18.0,hADSCs,0.9068028189270818,0.0
18.0,intermediate_plastic,0.00014382281029771322,0.11175032360132317
18.0,unknown_or_ood,0.0,0.8882496763986768
20.0,ambiguous,0.0004463289444320464,0.0
20.0,epithelial_like,0.27359964293684447,0.0
20.0,hADSCs,0.7259540281187234,0.0
20.0,intermediate_plastic,0.0,0.031689355054675294
20.0,unknown_or_ood,0.0,0.9683106449453247
22.0,epithelial_like,0.509367681498829,0.0
22.0,hADSCs,0.49063231850117095,0.0
22.0,intermediate_plastic,0.0,0.010831381733021077
22.0,unknown_or_ood,0.0,0.9891686182669789
24.0,ambiguous,0.008559201141226819,0.0
24.0,epithelial_like,0.5587256300523062,0.004992867332382311
24.0,hADSCs,0.42296718972895864,0.0
24.0,hCiPS,0.009272467902995721,0.0
24.0,intermediate_plastic,0.00047551117451260106,0.014265335235378032
24.0,unknown_or_ood,0.0,0.9807417974322397
28.0,ambiguous,0.05015255530129672,0.0
28.0,epithelial_like,0.38729977116704806,0.006292906178489702
28.0,hADSCs,0.37509534706331044,0.00019069412662090009
28.0,hCiPS,0.18745232646834478,0.0
28.0,intermediate_plastic,0.0,0.2320747520976354
28.0,unknown_or_ood,0.0,0.761441647597254
30.0,ambiguous,0.24174141325749288,0.0
30.0,epithelial_like,0.40789761540144387,0.0
30.0,hADSCs,0.01936119011157296,0.0
30.0,hCiPS,0.3272806825639904,0.015204550426602494
30.0,intermediate_plastic,0.0037190986654998905,0.0037190986654998905
30.0,unknown_or_ood,0.0,0.9810763509078976
