	hCiPSCs_6_corr	hCiPSCs_6_pval	hCiPSCs_6_qval	hCiPSCs_6_ci_low	hCiPSCs_6_ci_high
PLAC9	0.10451843699908465	6.539975906680759e-21	1.8630450097273574e-20	0.0827944031599977	0.12614318556817888
TNFSF10	0.10445120460924923	6.928011677432e-21	1.9707451922709443e-20	0.08272689426681114	0.12607629213906332
FILIP1L	0.10426652609688863	8.114952127487868e-21	2.3017590180837183e-20	0.08254145726220971	0.12589254369509184
ADAMTS5	0.1042080786919903	8.53091452966431e-21	2.4162776540324272e-20	0.08248277012164182	0.12583439033087565
ALDH1A1	0.10418393667922421	8.708819510394246e-21	2.4631382220385442e-20	0.0824585291287497	0.12581036972980955
DTX3L	0.10398154025430394	1.0352014198223496e-20	2.9237045814125504e-20	0.08225530390749075	0.12560899017180652
FAM198B	0.10364505282045333	1.3787871698290017e-20	3.877471173189099e-20	0.08191744258480399	0.12527418935154408
LINC01133	0.10351646189683307	1.538005507368928e-20	4.319086488733481e-20	0.08178832793926132	0.12514624167756505
ADH1B	0.10266594535510384	3.157732393172609e-20	8.755732035487024e-20	0.08093436579904706	0.12429996155336684
PITX1	0.10252831384667663	3.545579765287284e-20	9.81738262741311e-20	0.08079617971921618	0.12416301262784245
CTHRC1	0.10233567136069961	4.1686434521121743e-20	1.152644490185422e-19	0.08060276240401777	0.1239713241672527
CYP26B1	0.10206638275105383	5.22459269609673e-20	1.4385821393012862e-19	0.08033239342902988	0.12370336645204066
TNFSF13B	0.1018493387265254	6.264651754831812e-20	1.720168961014235e-19	0.08011448096803085	0.12348739281904926
TNC	0.10161318934771635	7.629395010731894e-20	2.0891016532156446e-19	0.07987738906828296	0.12325240572477969
CXCL12	0.10157223313104917	7.894315989011133e-20	2.158653210273169e-19	0.0798362696371492	0.12321165084027601
LOX	0.10101268305123205	1.2567427564489764e-19	3.422287092974692e-19	0.07927449710541924	0.12265484408028471
HLA-C	0.10092249600823526	1.3542176525253346e-19	3.6826524058357447e-19	0.07918395314459553	0.12256509792452483
KLF2	0.10088122014556568	1.4012851353846623e-19	3.805413066834447e-19	0.07914251405115154	0.12252402372444847
HLA-A	0.10086000020623867	1.426107907713774e-19	3.867510745610606e-19	0.07912121022405143	0.12250290743109496
ITGA11	0.09984917552674817	3.2775548704593203e-19	8.8159537127865e-19	0.07810641250100446	0.12149699729105139
EPAS1	0.09887985587097031	7.222347937325846e-19	1.929538090823405e-18	0.07713332525499539	0.1205323486150616
RPS27	0.0984311025702373	1.0384745607125328e-18	2.759494901248222e-18	0.07668284175161745	0.1200857439290075
GBP4	0.09822088361046186	1.230358180601629e-18	3.2649907691938527e-18	0.07647181533052133	0.11987652847541475
MYL6	0.09814064786317409	1.3124870821287783e-18	3.478266704247446e-18	0.07639127190755961	0.11979667523621583
FIBIN	0.0976164770452861	1.999242159546659e-18	5.291167000567262e-18	0.07586509806430938	0.11927499640457279
COL6A1	0.09742071542038958	2.3381544063368818e-18	6.171603820197617e-18	0.07566859147809206	0.11908016239246276
PARP9	0.09726441410591462	2.648953468680153e-18	6.982641343440883e-18	0.07551169657962138	0.11892460051123739
RHOBTB3	0.09723154841353271	2.719319250440787e-18	7.158580769802179e-18	0.07547870621056517	0.1188918901651952
ISG15	0.09678400568120604	3.882595048653867e-18	1.0180226009534078e-17	0.07502947045519186	0.11844645815475975
HLA-F	0.09590249052998079	7.792368581176002e-18	2.037766228172613e-17	0.07414464641853433	0.11756907494733061
KCNE4	0.09574333656490866	8.830764948728888e-18	2.3062645051039646e-17	0.07398489869846306	0.11741066338294757
RPL37	0.09540193535400378	1.1540776842719586e-17	3.006075865356603e-17	0.07364222759023341	0.1170708509763647
TMEM176A	0.09529981520947743	1.2500381432926665e-17	3.251743959591581e-17	0.07353972859152262	0.11696920509013845
ISLR	0.09489621003183124	1.712604362042874e-17	4.4375082880193477e-17	0.0731346305831439	0.1165674698608833
GREM1	0.09430787934184612	2.7035522507203455e-17	6.959534895409015e-17	0.0725441366731288	0.11598185227044816
MYH11	0.094037562482673	3.331377008625436e-17	8.553418631236996e-17	0.07227283100746422	0.11571277693080231
ACTG2	0.09342420862875636	5.338706767181493e-17	1.3671791811810638e-16	0.07165724547886264	0.11510222830863664
GPR133	0.09318844794605466	6.394495269130903e-17	1.6354355947052777e-16	0.07142063139785364	0.11486754154178697
SLC40A1	0.09314058882254886	6.632713361032787e-17	1.6941698081087621e-16	0.07137259933469844	0.11481990012636144
PNRC1	0.09248778243457703	1.0903176762400781e-16	2.767083499263972e-16	0.07071744410114089	0.1141700533552284
AMIGO2	0.091754949562608	1.897037890563956e-16	4.789838965063782e-16	0.06998199681950105	0.11344052080803908
EGFL6	0.09171793192065361	1.9506306252612648e-16	4.912607319925503e-16	0.06994484774366125	0.11340366925520111
MFAP5	0.09094707180315713	3.4755489184311883e-16	8.675707338053611e-16	0.06917126435287373	0.11263625424002136
SORBS2	0.09036800604240959	5.346565234946086e-16	1.327909481091509e-15	0.06859017010907721	0.11205975940108966
DDX60	0.09009014753574873	6.567620578104609e-16	1.6270909627710291e-15	0.06831134350289908	0.11178312933941746
RBP1	0.09007536466289495	6.639772243415248e-16	1.6429073498412948e-15	0.06829650921968133	0.11176841172918008
HTRA1	0.08957934758872248	9.570190504348711e-16	2.362080727477828e-15	0.06779877273046968	0.11127457892715999
ITIH5	0.08924741450629624	1.2209030787962237e-15	3.005884665977751e-15	0.06746569507597062	0.11094410156868252
ECM1	0.08906551055241821	1.3946788818989405e-15	3.42945292228135e-15	0.0672831659399799	0.11076299333651761
CDKN2B	0.08863909617801122	1.9032360504079855e-15	4.668359394114873e-15	0.06685529174536363	0.11033843862315564
CRISPLD2	0.08830410718165049	2.427234886697285e-15	5.931574006181127e-15	0.0665191615409061	0.1100049050129818
FTH1	0.08821920402539572	2.581178689067776e-15	6.299987985539498e-15	0.06643396993020005	0.10992036994887289
COL4A1	0.0878839703663297	3.288645154234505e-15	8.006959938327113e-15	0.06609760043352815	0.10958658660654601
OPTN	0.08757772703582464	4.0998857088776636e-15	9.969832775462657e-15	0.06579032381814345	0.10928166389426071
FN1	0.08748425504530197	4.3846223302561686e-15	1.0649138018324871e-14	0.06569653727013904	0.1091885941709092
ANXA1	0.08707680246289014	5.870633391361809e-15	1.4205926823405503e-14	0.06528771800042708	0.10878289066136691
FDCSP	0.08682484567339313	7.027034524312169e-15	1.694200884703068e-14	0.06503491975134729	0.1085320118292215
PLAT	0.0856840511916192	1.575901484214516e-14	3.7764330112631494e-14	0.0638903503599067	0.10739606345312142
TBX3	0.08554767404953	1.7344175526142738e-14	4.151263319029563e-14	0.0637535257800558	0.1072602618488817
ISG20	0.08531207391642437	2.0460132142695506e-14	4.891134370750788e-14	0.06351715460031225	0.10702565408499548
ASPN	0.08505399040541572	2.4506790518263144e-14	5.844381767745022e-14	0.06325822926792139	0.10676865487011937
HOPX	0.08497046950731964	2.5977710583075234e-14	6.187702870209607e-14	0.0631744365683064	0.10668548425013187
MX1	0.0849144239890007	2.7013073468964873e-14	6.426575962472149e-14	0.06311820883370806	0.10662967361061305
CYBRD1	0.08477593629902243	2.9748627874521626e-14	7.060388632404473e-14	0.06297927148324403	0.10649176571605698
TINAGL1	0.08425949268562914	4.256939805264898e-14	1.0079005982046351e-13	0.06246115846095518	0.1059774768888225
COL15A1	0.08251106719058206	1.4093674161385084e-13	3.2896332723799657e-13	0.060707168379181865	0.10423626018676438
MXRA5	0.08247784657707548	1.4414481063181297e-13	3.360545879942149e-13	0.060673843340339706	0.10420317525317169
FSTL3	0.08181493558423862	2.2544621832790944e-13	5.224617589012204e-13	0.06000885872247005	0.10354296167383815
OLFML1	0.08180971976033644	2.2623779659910116e-13	5.231252910835357e-13	0.06000362665990221	0.10353776699743042
AHNAK	0.08176464842553562	2.3319272140993067e-13	5.385771147516739e-13	0.059958415052343	0.10349287835442976
LRP10	0.08130337906387733	3.1760209301420566e-13	7.301155091733542e-13	0.059495715253500864	0.10303347361010505
COX7A1	0.08128829046832493	3.208185970403927e-13	7.366531548767204e-13	0.05948058002515245	0.10301844585151426
KDELR3	0.08115107288466723	3.5157696744732844e-13	8.063429984261813e-13	0.05934293881719815	0.10288178107150955
TNFAIP2	0.08105676246874204	3.7437773099505285e-13	8.566490441865966e-13	0.059248337722741753	0.10278785012491663
TMEM52B	0.08064771643145442	4.912588035048831e-13	1.1202060605872594e-12	0.05883803547944059	0.10238044544783806
S1PR3	0.08002482788553451	7.410935041456216e-13	1.6821376092949413e-12	0.05821324815751153	0.10176004233352973
MYOF	0.07999789276137563	7.543342131347525e-13	1.7102279121185846e-12	0.058186231311340396	0.1017332143037558
SERPING1	0.07996399640811462	7.71327183428643e-13	1.7467512504449336e-12	0.058152232160881355	0.10169945267788545
PARM1	0.07991957215948857	7.941678277966402e-13	1.7964185303821026e-12	0.058107673263804005	0.10165520492592853
HERC6	0.07979080380718834	8.641898325871146e-13	1.9525751988854006e-12	0.05797851510987263	0.10152694768184709
C11orf96	0.07971912575311868	9.057556748903793e-13	2.0441540744957533e-12	0.05790662039164844	0.10145555381974619
SP110	0.07930348079908739	1.1883999029568452e-12	2.675930077614673e-12	0.05748972351064898	0.10104155241776354
IRF7	0.079245716702568	1.2339768682555903e-12	2.775395072288171e-12	0.057431786030166646	0.10098401613740582
MMP23B	0.0789763136521521	1.4702144081660176e-12	3.2992212087902574e-12	0.057161576283671287	0.10071567366674745
CDKN1A	0.07889397825488896	1.5508856026806344e-12	3.4763048032875445e-12	0.05707899498027775	0.10063366177454833
XIST	0.07847382269750434	2.0351429317454554e-12	4.556599746388183e-12	0.056657589218127656	0.10021515245532651
LRAT	0.07822643553776176	2.3866754534278222e-12	5.325572653980592e-12	0.05640946957496215	0.09996873100041233
ICAM1	0.07799140800629571	2.7754693335438654e-12	6.179169901369619e-12	0.05617374865164602	0.09973461845584841
MMP14	0.0776254339985322	3.5076214713695027e-12	7.791649043705064e-12	0.05580669976853423	0.09937006443037974
IGFBP4	0.07751601445980245	3.761154707669299e-12	8.345457752033899e-12	0.055696960006906646	0.0992610683068582
HAND2	0.07748805916622131	3.8287580106761794e-12	8.485935635769963e-12	0.05566892298501417	0.09923322110676235
FOSL2	0.07718692520160618	4.63686743636859e-12	1.0254012216667453e-11	0.05536691082604997	0.09893324936380696
FTL	0.07664935697102769	6.514819508852349e-12	1.4358749352286616e-11	0.05482778481541078	0.09839774604375652
SEMA3C	0.07629081105670706	8.16280441171777e-12	1.797089568147665e-11	0.0544682069698862	0.09804057037623021
RPLP1	0.07612057681991194	9.082009037459048e-12	1.9950146518951706e-11	0.05429748476340924	0.09787098475797941
GMPR	0.07577957758587751	1.1238477406930531e-11	2.4605171465671828e-11	0.05395551190614455	0.09753128098396315
PARP14	0.07544208036438635	1.3863841287849383e-11	3.027766974382467e-11	0.05361705610107767	0.09719506092759368
RHOC	0.07544074339347137	1.3875350929643474e-11	3.027766974382467e-11	0.053615715342774775	0.09719372900620302
CXCL10	0.07543245528729252	1.3946910184212147e-11	3.0400266189842796e-11	0.05360740375970116	0.09718547220113077
CCL2	0.07512451212960705	1.6877699271929966e-11	3.67076033670028e-11	0.05329859046558758	0.09687868990824368
SNAI2	0.07454536451612631	2.4110500465784927e-11	5.2151487331353174e-11	0.052717817698160044	0.09630171433155096
TAPBP	0.07445305345546768	2.5514488965068765e-11	5.512802697698464e-11	0.05262524896649975	0.09620974812356806
NUCB2	0.07441319790835221	2.6145109468247734e-11	5.642890984577049e-11	0.052585282285183825	0.09617004135270345
BTC	0.07391028852380128	3.553977579997868e-11	7.662174128305109e-11	0.0520809765835753	0.09566900332239714
COL8A1	0.07318104585913018	5.526853572074191e-11	1.1863832260576196e-10	0.05134972896901836	0.09494245462531872
SLC12A8	0.07317602907187694	5.543585861551797e-11	1.1886843002481455e-10	0.05134469846988955	0.0949374562907817
STAT1	0.07270450242646459	7.358542999602696e-11	1.5761472925476198e-10	0.050871887993942495	0.0944676591136449
C10orf10	0.07268929531366265	7.425844509887927e-11	1.588841406498748e-10	0.050856639639477313	0.09445250761623411
FRZB	0.07260326928136866	7.818050105470348e-11	1.6709497360556624e-10	0.05077038049639631	0.09436679600815658
DDX60L	0.0723811573037644	8.92672331804737e-11	1.9058457883131372e-10	0.0505476681526022	0.09414549435547717
DAB2	0.07193276800448968	1.1652986101379595e-10	2.4852161297117e-10	0.05009807347855379	0.09369873434848046
LMOD1	0.07127226734206543	1.7205384077650183e-10	3.653603042053105e-10	0.049435813355037564	0.09304061775116754
GAS1	0.07105216714700417	1.9575823087435362e-10	4.152510970371214e-10	0.04921513111587378	0.0928213077783456
C5orf46	0.07089911202731096	2.1409248649399958e-10	4.536557832782821e-10	0.04906167250629552	0.09266880092488662
ZNF503	0.07082339973042343	2.2377160735744154e-10	4.73657888378653e-10	0.04898576099484142	0.09259335946311274
TAP1	0.07059174952565549	2.561161388208756e-10	5.409632547530674e-10	0.0487535028377145	0.09236253635625612
APBB1IP	0.07044317347170377	2.7921866347831213e-10	5.891305204873245e-10	0.048604538097760164	0.09221448955560295
ADIRF	0.07024724531842562	3.1281590377065676e-10	6.593145434483885e-10	0.048408098867153374	0.09201925786029862
PTGER1	0.07010250976084555	3.4013783397611966e-10	7.161368453363031e-10	0.04826298685276515	0.09187503571343261
HGF	0.06954673740675583	4.684069721175004e-10	9.841026396134944e-10	0.04770577750296903	0.09132122632496215
KCTD12	0.06933367676714337	5.291935637150467e-10	1.1094545869190323e-09	0.04749216958172138	0.09110891463543648
INMT	0.06884846271838926	6.977626694199686e-10	1.4566808843118036e-09	0.04700571663505151	0.09062539882218956
WNT5A	0.06876416997926191	7.319604022462076e-10	1.5264617249375024e-09	0.046921209727369	0.09054140005856288
OLR1	0.06822158324468142	9.946214758322964e-10	2.069859639705737e-09	0.04637725188785924	0.09000069820810076
WFDC1	0.06807379543871939	1.0808211706946845e-09	2.2468806040624513e-09	0.04622909287013823	0.08985342157529332
CCL5	0.06755840996619951	1.442254771005626e-09	2.9919597925268864e-09	0.0457124203779641	0.08933981128147722
FMO2	0.06750072315663659	1.4893895326174494e-09	3.0865022075311295e-09	0.04565459024032885	0.08928232244580427
PRSS23	0.06725785235209517	1.7048361724437529e-09	3.525586938202196e-09	0.045411117607371994	0.08904028355159173
EPDR1	0.06717718172482806	1.7828981166020436e-09	3.6793210610879334e-09	0.04533024765431245	0.08895988867791636
RHOB	0.06695290405352176	2.0186713560493207e-09	4.161536257465597e-09	0.0451054173290269	0.08873637615572
RBP4	0.06635995123085127	2.7979194764585287e-09	5.749986283740657e-09	0.04451101404182089	0.08814543569259553
