	hCiPSCs_1_corr	hCiPSCs_1_pval	hCiPSCs_1_qval	hCiPSCs_1_ci_low	hCiPSCs_1_ci_high
DDX60L	0.07957620733875549	1.5521126017086684e-08	5.8063793328682374e-08	0.0520624076371287	0.10696929138617013
IGFN1	0.07739204343661778	3.8014742283442295e-08	1.390334336027573e-07	0.04987041511200556	0.10479622896729739
ERVH48-1	0.07680569224903429	4.8152615182446074e-08	1.754577666388202e-07	0.04928200742480065	0.10421281347657103
THBS2	0.0765172555617134	5.405670712772226e-08	1.9552002357061976e-07	0.04899256611881435	0.1039258139896429
IFI44L	0.07605409749176391	6.503208503210397e-08	2.3307119526104415e-07	0.04852780455086599	0.10346495415889732
JUN	0.07546561227156838	8.212134515111174e-08	2.923357743192548e-07	0.047937299131493145	0.10287937208620766
SLCO3A1	0.07543309252106517	8.31828009447777e-08	2.954268011854311e-07	0.04790466830562225	0.10284701220987444
TNFAIP2	0.0754034862574775	8.416069907431546e-08	2.9836031224179704e-07	0.04787496096915137	0.10281755144665888
FBXO32	0.07378657733009636	1.5828118068704296e-07	5.53139215070022e-07	0.04625260602873635	0.10120851579611347
KLF4	0.07348447865490225	1.778500706473028e-07	6.182257323031906e-07	0.04594950593948723	0.10090787223498261
RGS2	0.0732389609715345	1.9545713793118604e-07	6.770331902942669e-07	0.04570317813446472	0.10066353344363232
RP11-498P14.5	0.07268257471531349	2.4181104099657056e-07	8.331875166969554e-07	0.04514496839249118	0.10010980652100511
PRODH	0.07004004875022111	6.505874598458853e-07	2.1992319640917705e-06	0.042494016649145545	0.09747967893247829
RMRP	0.06993952191331536	6.750868666096812e-07	2.27812818904023e-06	0.04239317693681014	0.09737961618584058
KLF5	0.06981005964227899	7.079498290112168e-07	2.3849287550223494e-06	0.042263312559719934	0.09725075077058769
DEC1	0.06967909664568857	7.427588619871403e-07	2.4979082276416843e-06	0.042131943742907095	0.09712039061238281
MCOLN3	0.06946047085490192	8.04570556998545e-07	2.6919532775896807e-06	0.04191264260994692	0.09690276908448275
KIAA1199	0.06849551896606805	1.1417269520473269e-06	3.7813688597317875e-06	0.040944741664962446	0.09594221837577399
C2orf88	0.06774994572898836	1.4915306413801366e-06	4.874153377155721e-06	0.04019692523887578	0.09520001071624597
NPTX1	0.06698897578110119	1.953741985621974e-06	6.331929471553724e-06	0.039433697606437786	0.09444244437514861
XAF1	0.06662075315593784	2.2240739093641942e-06	7.1725470574569415e-06	0.03906439406256326	0.09407585729202672
DDX58	0.0655736361897517	3.2033865934133894e-06	1.0213394917960872e-05	0.038014244421659654	0.09303335063668505
PWAR6	0.06524424789929123	3.588970041972765e-06	1.1405723563809888e-05	0.03768391473800344	0.09270540014801608
HELLS	0.06506085679269902	3.822532784677819e-06	1.2128359271578736e-05	0.037500002109071395	0.0925228069736427
COL6A2	0.06461180504312557	4.457520928933389e-06	1.4074873158239833e-05	0.03704968124188292	0.09207570124379064
PHC1	0.06401007828066295	5.468286688103509e-06	1.7238707954149744e-05	0.03644627141835986	0.09147656477413386
DKK1	0.06359625873620128	6.286989106715885e-06	1.9756234568944e-05	0.036031306062930174	0.09106451508530895
SORBS2	0.0630943804826097	7.437670031102217e-06	2.322350388089786e-05	0.03552805093006068	0.09056477068291217
HNRNPCL1	0.06294056502621662	7.828895463372501e-06	2.4367592218801253e-05	0.035373816287212846	0.09041160643861484
ITGA1	0.06278183357284131	8.253206347282582e-06	2.5607104685723527e-05	0.03521465362682374	0.09025354564780667
PDZD4	0.062495696073732405	9.074186323204248e-06	2.802154392888859e-05	0.03492774234428352	0.08996861362360069
C10orf10	0.062338241782921563	9.558644013328162e-06	2.9425042072376975e-05	0.03476986419811768	0.08981182075712713
SLC7A3	0.06226495779927319	9.792457104559208e-06	3.0097630286939414e-05	0.0346963834086251	0.08973884415593053
UACA	0.06152083766140223	1.2497209829240648e-05	3.8171881966763034e-05	0.03395028179742215	0.08899782845076838
RRBP1	0.0612557483491876	1.3622668619961207e-05	4.122484001479786e-05	0.033684494018270394	0.08873383773002509
SGK1	0.06116093132727143	1.4048199451516833e-05	4.2316968899967886e-05	0.033589428115930436	0.08863941271446539
CFB	0.0600717142032105	1.993910542928228e-05	5.951429036946868e-05	0.03249738774498208	0.08755466336540754
FGF7	0.059924611685022985	2.0895464232458595e-05	6.227419082329086e-05	0.03234990898360599	0.08740815923984505
RP11-338I21.1	0.05916479848541035	2.6571342414704813e-05	7.88309916955895e-05	0.03158817153274415	0.08665141792498565
PARP14	0.05865705321484701	3.1150890329050554e-05	9.15483634615648e-05	0.03107915823646024	0.08614570776089445
OLIG3	0.058160020007914426	3.63530927362699e-05	0.00010577403575412456	0.03058089761025211	0.08565065300471254
LIF	0.05754384304980795	4.395048805580426e-05	0.00012638178410190272	0.02996321803661835	0.08503690990569303
LINC00842	0.05719794796169909	4.88517426973044e-05	0.00013965767490175523	0.02961648867618701	0.08469237193752788
CBS	0.056532656860904584	5.977013602242277e-05	0.0001693918429264622	0.02894961160490019	0.08402967262280203
SULF1	0.05637514232444398	6.267416849736171e-05	0.00017685641800117586	0.028791725168416472	0.08387276815721759
RP11-572C15.6	0.05489912224556943	9.719028577252352e-05	0.0002692266872457492	0.027312287003314378	0.08240239860730374
IL6R	0.054809840367944444	9.977017303544368e-05	0.00027520873573260026	0.02722280224756693	0.08231345467977232
RP11-466L17.1	0.05443034022774371	0.00011147465083565753	0.00030706341408307344	0.026842444690554756	0.08193538613571763
TNF	0.05441859254365624	0.00011185685080801343	0.00030768467085005375	0.026830670592013783	0.08192368264134167
GJA4	0.05423483051726105	0.00011799856781554152	0.0003236720491476586	0.026646496376384922	0.08174061086089411
VSIG10	0.0541090231699561	0.00012238513954544676	0.0003352362818232321	0.026520407915704588	0.08161527500010772
AMIGO2	0.05360180907230403	0.00014167760573418565	0.00038539448429631665	0.026012069364637423	0.08110995295747161
PARP9	0.05355394373498494	0.00014363907040083307	0.0003901896739519172	0.0259640986504374	0.081062265441441
RASL10A	0.05334310414370434	0.00015258728338393807	0.00041278433135820164	0.025752796402427468	0.08085220762693282
RP11-356C4.3	0.05243485637558961	0.0001974752865129537	0.0005302158376993799	0.02484258380111889	0.0799472996337505
RN7SL1	0.05243232648476062	0.00019761608614864872	0.0005302158376993799	0.024840048501209567	0.0799447789824077
Y_RNA	0.052008330805709074	0.00022259236776997344	0.0005947910344220787	0.024415151304599116	0.07952232681898312
COL1A2	0.050117649506566414	0.0003744735643917306	0.0009819306815291842	0.022520571293961785	0.07763840806060072
ATF7IP2	0.050104476890318266	0.0003758105195126848	0.0009828120643447576	0.022507372210169647	0.07762528187038195
CDKN2B	0.050085599541386236	0.00037773425391955857	0.000986529354651613	0.022488456948030595	0.07760647103680503
FBN1	0.04949433087682696	0.00044285757239343273	0.0011504924235194469	0.021896010782254064	0.07701727582071713
CRIM1	0.04929714473499798	0.0004668091200754048	0.001207922413475751	0.021698436257523396	0.07682077689254173
CTSK	0.04903613853595953	0.0005003729128442	0.0012896750667007989	0.021436919289047115	0.07656067703839015
TFCP2L1	0.0490069390559018	0.0005042645495380346	0.0012980020646038007	0.02140766290270418	0.07653157872063376
CYP1B1	0.048637471193575144	0.0005560052933510601	0.0014274436550869045	0.021037479074734043	0.07616338683864998
SYNPO2L	0.0481170574133043	0.0006373075139351555	0.0016255479965826564	0.020516069658090906	0.07564475760616271
FAM43A	0.04799135324979971	0.000658538536187385	0.0016753493329948498	0.020390127253273386	0.07551948226075028
COL4A1	0.04788945700549039	0.0006762289531690213	0.0017181289314669571	0.020288038532513323	0.07541793298020462
STC1	0.04766131442621873	0.0007174504840621785	0.0018134784436269222	0.020059467091319127	0.07519056517171906
ELN	0.04757575986253997	0.0007335015507469279	0.0018492901741552841	0.01997375244622335	0.07510530041280336
GADD45G	0.04726197313125484	0.0007952693634345925	0.001999883520852163	0.01965938206063937	0.07479257314673166
SAMD9L	0.047205213036925264	0.0008069451186902768	0.0020266498888845317	0.01960251697347467	0.07473600411803681
C4orf26	0.04707405992688344	0.0008345345918030857	0.0020932642890182126	0.01947112194405948	0.07460529181740778
IFIT3	0.04687652420757719	0.0008777429619218056	0.00219603462065532	0.01927322365836146	0.07440841823589224
COL3A1	0.046471021886846695	0.0009730114382798287	0.0024189803351665614	0.018866983836645864	0.07400426843020705
SYNPO2	0.046418460124319015	0.0009860380463680072	0.0024482664008429406	0.018814327145498754	0.07395188132039145
SLC12A3	0.04487062337491731	0.0014501693918541122	0.0035366302837501248	0.017263763589996244	0.07240911960966324
CALD1	0.04485485481422726	0.0014557941267891188	0.003542973562594584	0.017247967933258997	0.07239340207272064
LINC00152	0.04455514740842887	0.0015665963263502404	0.0037844959224500275	0.01694774814254067	0.07209466185646982
C3	0.043647177381109604	0.0019513758799091794	0.004656746328240131	0.01603825621788059	0.0711895917894566
MYLK	0.04326744920328099	0.0021366317989614195	0.005080320645472431	0.01565790510563051	0.07081106297298466
AHNAK	0.04324380821706441	0.0021486820386364984	0.005102795071199617	0.01563422560118932	0.0707874963938759
SLC18A2	0.042983315812366446	0.002285646114573451	0.0054084445409906725	0.015373310827254945	0.07052782182106773
ZNF729	0.042709383358062514	0.0024382621697858578	0.005748795800071338	0.015098938267684513	0.07025474536728903
ASPN	0.04265789305419226	0.002467969206579503	0.0058118603377963355	0.015047365702713058	0.07020341550244898
SPANXD	0.04218576626302983	0.0027562000703751284	0.006428951233036523	0.014574491489008988	0.06973275301387777
SCNN1A	0.04128112774291277	0.0033958943835653357	0.007837293265948671	0.013668455342432754	0.06883088596821049
CYP26B1	0.0412573598480552	0.0034143901918331837	0.007852297818220576	0.01364465133852125	0.06880719028221019
SOD2	0.03955802608933908	0.005000235256805699	0.011379446169601844	0.011942817000444545	0.06711293867675505
IL24	0.03926958297505423	0.00532757393271694	0.012054556686470125	0.011653965321960691	0.06682534242532422
RSAD2	0.03923538991046623	0.005367633683856199	0.01213122273313415	0.011619724130286578	0.0667912494472784
IFIT2	0.03918128266055373	0.005431580164895586	0.01226163614236199	0.011565540856197815	0.06673730044326276
CYB5D2	0.03894886803163153	0.0057141487824374955	0.012840489941312632	0.011332801514117887	0.06650556371816695
CEBPB	0.0388325187218983	0.005860525459648967	0.013124369444413421	0.011216290773304109	0.06638955265787301
TNC	0.038532870250771095	0.006253186231839493	0.013940133665530947	0.01091623000156269	0.06609077189121569
LINC00957	0.03838911446094883	0.0064498388857559185	0.014345961009767412	0.010772278176671327	0.06594743062686045
KITLG	0.038115935066787454	0.006838927500536086	0.015041045477102883	0.010498729411123954	0.06567503582178151
ARC	0.03772364815193731	0.007434554502169641	0.016296277948952203	0.010105919306947068	0.06528386839634304
MX1	0.03760101524479877	0.00763007173996206	0.016650512108094984	0.009983124594227686	0.06516158371522637
GREM1	0.03745514611903458	0.00786862580866694	0.017114043287067407	0.00983706408895331	0.06501612771869458
CCL5	0.03717554307092728	0.008344632073164222	0.018089246569199264	0.009557097497592957	0.0647373132857594
HSPB6	0.03700238142516422	0.008652185230767204	0.018735272098375732	0.009383712876103595	0.06456463788140106
CCDC80	0.03699137012387031	0.008672080661896118	0.018757672268682794	0.009372687452003958	0.06455365744424865
OAS2	0.03695943302792232	0.008730016611183965	0.01886221410821266	0.009340709432359446	0.06452180982867453
MLTK	0.0368758182091634	0.008883340162423942	0.019151350251372802	0.009256987738431	0.06443842901342361
DLGAP1-AS4	0.03680153005891683	0.009021573800946663	0.01942803831695093	0.009182604959051365	0.0643643484423205
MYH11	0.03630708176472533	0.009991564616905504	0.021353028191079877	0.008687534617789646	0.06387127401692042
MGLL	0.03625007718654139	0.010109161328586068	0.021580861792764174	0.008630459194727186	0.06381442696582947
PTGIS	0.03573050739535096	0.011239087977465369	0.0237095260878002	0.008110251981038914	0.06329628471404396
RAB17	0.03565593250791351	0.011410151031668612	0.024018795955195234	0.00803558682995119	0.06322191350458617
IFI44	0.03553810261306894	0.0116851454425586	0.024545054170251435	0.007917614944371399	0.06310440480120692
SFRP4	0.03551212331420332	0.011746561553667698	0.02461328686826794	0.007891604442638051	0.06307849621624302
LPP	0.03521366801711546	0.012472923318539714	0.026032753876314558	0.00759279336191086	0.06278085062902382
UGT1A6	0.035018298326142	0.012969672804288209	0.02701212872494384	0.007397193445243104	0.06258600832071547
SERPINE1	0.03492463857235976	0.013213957375586243	0.027462658503334795	0.007303424071337405	0.06249260064772686
CRISPLD2	0.03488906358468832	0.013307804771824888	0.027628465720786557	0.0072678075737093875	0.06245712128189295
CAMTA2	0.0345484269063741	0.014236652460500352	0.029370572933217116	0.0069267769784810375	0.062117396671542126
PRR11	0.033979954916382366	0.015914463513177504	0.03269456730113035	0.0063576619080121305	0.06155043256065164
BCYRN1	0.03373486659900396	0.01668988853674535	0.03418033481352228	0.006112301856257191	0.061305988853932215
COBLL1	0.033623658670865024	0.017052539115939187	0.03481412351736441	0.006000971726584634	0.061195072324702386
OASL	0.03319811569327475	0.018504834687847922	0.037428934425266035	0.005574967461729485	0.060770638112058045
TNFAIP6	0.0329647869991197	0.019346186023829728	0.03905026654758642	0.005341390095869484	0.0605379131303164
SAT1	0.03261480621872914	0.02067079069457383	0.04134158138914766	0.004991041972321696	0.060188832266250866
ADM	0.032403324074290724	0.021508951256293825	0.04288688352016352	0.00477934114116088	0.059977890643142344
APOL1	0.03223140888298231	0.022211940727295848	0.044109455600009145	0.00460725000255052	0.059806413030330186
COL1A1	0.031919620061206064	0.023537953260772338	0.04648968634240653	0.004295146253897163	0.0594954136571999
RARRES1	0.031641226659985366	0.02477943202941991	0.048715520025806515	0.004016476205296819	0.059217720623536814
SPON2	0.031298108874604824	0.026387210245233907	0.05166947250412701	0.0036730233568178115	0.0588754601640645
DDX43	0.03113786758520939	0.027168428077008717	0.05314620791159872	0.0035126278203579794	0.05871561703808346
ADAMTS5	0.030871745036528557	0.028509945834153283	0.0556595761613092	0.003246252244643804	0.058450152619446236
GUCY1A3	0.03069872679850998	0.029412397588474117	0.057289002697203995	0.003073071605328003	0.05827756016915713
MIR519A2	0.030408214501583788	0.03098296189660819	0.06012898929341748	0.002782290349930562	0.05798775909775673
TNS3	0.03016359988769315	0.03236067838146076	0.06267886818657686	0.0025374528928921976	0.05774373973906187
GBP1	0.029620789001931994	0.035606313214131255	0.06822516990493052	0.001994159337509749	0.05720223798089896
MCAM	0.028704181828450456	0.04171707678381561	0.07931494559865813	0.0010767741341550909	0.05628780460024956
ZNHIT6	0.028666729458554308	0.041984564372960095	0.07966926031738515	0.001039290962955811	0.05625044006696945
AK5	0.028606447803317173	0.04241814696459311	0.08041432494059929	0.0009789598943588003	0.05619029962734714
IDO1	0.028476686195562637	0.043364329851445546	0.08197068703391631	0.0008490926023830361	0.056060841319533004
ADAMTS8	0.028242768547799012	0.0451150285896435	0.08519799629813446	0.0006149867947227924	0.05582746807910972
FIBIN	0.02798167627850521	0.04713908396296313	0.08893483276009567	0.00035368808307248276	0.055566979902203134
SMOC1	0.027886333119553224	0.04789699603105553	0.09027802322935993	0.00025827047786697733	0.055471856403871464
GBP4	0.02755284826956972	0.0506289539430505	0.09497160032870218	-7.547080803469054e-05	0.055139135928991015
A2M	0.027384617003565426	0.05205592030471676	0.09742037191523123	-0.00024382910134930396	0.054971287938244934
BDKRB1	0.02679698667549163	0.057306702157515	0.10607951275905698	-0.0008318908447650813	0.054384984152715206
HAND2	0.026686709881269303	0.058339586864534866	0.10778828654933818	-0.0009422464704386077	0.05427495418218807
ZNF679	0.026655052989341413	0.058638934513851805	0.10813790364807975	-0.0009739258680010223	0.05424336802157014
ZNF208	0.026615657709566837	0.05901323595199632	0.10862417564172519	-0.0010133490773666348	0.05420406068595748
EGFL6	0.026450028371323906	0.060608663186604815	0.11083371927233879	-0.0011790949002666922	0.05403880015540147
MMP14	0.026400803605226824	0.06108965193859559	0.11134662826130728	-0.0012283539927923322	0.05398968470700324
EXT1	0.026398423396490796	0.06111298949071464	0.11134662826130728	-0.001230735857946136	0.053987309780819184
LOX	0.02630685340610194	0.06201643800097418	0.11277804095732713	-0.0013223693350405048	0.053895942780675804
DPT	0.026286302722079	0.062220705947384596	0.11304483485722788	-0.0013429342033787078	0.05387543758946322
FILIP1L	0.026265256569895108	0.062430475073289055	0.11332112111269843	-0.0013639948576340917	0.053854438002785575
ARHGEF3	0.025903592001054385	0.06612750474433671	0.11904163090547873	-0.0017259048057483761	0.05349356981925741
CXCL11	0.025833185046842205	0.06686779146758394	0.12004418870414521	-0.0017963586874598216	0.05342331706311908
PRAMEF4	0.025656011737126873	0.06876087733512375	0.12288113110662696	-0.0019736488727965223	0.05324653057178238
TCHH	0.025595774185266523	0.0694144548886746	0.12393635400123357	-0.002033925765808557	0.053186424141200284
F2RL1	0.025570486827857366	0.06969033831518694	0.12420310748732047	-0.002059229578560685	0.05316119176812571
TGM2	0.025453957927975907	0.07097331176104114	0.126260493024171	-0.0021758338505632833	0.05304491579113823
PAMR1	0.025286285102854158	0.0728532809603947	0.12925369810859547	-0.0023436138098967443	0.05287760558265472
RAB3B	0.025262621964933323	0.07312184583995346	0.12961309136251678	-0.0023672919420742607	0.05285399349494601
TNIP3	0.025033519877387677	0.07576413154368437	0.13369340013638464	-0.0025965375991683056	0.0526253840706609
EVA1A	0.024489651734508396	0.08234931626630854	0.14338125633601947	-0.0031407349335892056	0.052082673884956694
IGFBP5	0.0243942201039236	0.08355129858047182	0.14483208332925565	-0.0032362226391195793	0.05198744375831214
STC2	0.023982637040484804	0.08889893936716022	0.15319600862777114	-0.003648041773189999	0.05157672400329187
ADH1B	0.023980881422533358	0.08892232680023375	0.15319600862777114	-0.003649798378033026	0.05157497204781073
HIST1H2AH	0.023816422215752555	0.0911352342117473	0.15673345008044806	-0.0038143492766798976	0.05141085517330921
SLC16A10	0.02372098125050599	0.09243961693798279	0.15856018136785868	-0.00390984276751012	0.05131561219104272
CFTR	0.023533126449764907	0.09505076924878314	0.16247146284126204	-0.004097799481348694	0.05112814561044579
COL5A1	0.02345952096849769	0.09608984256062118	0.16396216402177238	-0.004171444361984567	0.05105469171177523
EPS8	0.023263635697551997	0.09889942439757843	0.16817183507951863	-0.0043674330257417885	0.05085920839100486
C1S	0.023037416753313514	0.10222522497994098	0.17367676631540144	-0.004593768732371349	0.050633451009569605
SYCP3	0.02274621019469175	0.10663673979755066	0.18054703186412885	-0.004885121428862041	0.05034283445850271
VGLL3	0.022670131247513593	0.10781377276232447	0.18222568821446236	-0.004961237782298015	0.050266908883336237
HSPB7	0.0226113180204508	0.10873071193238332	0.18361747053757596	-0.005020079707031456	0.05020821400269848
AC009014.3	0.02256868937212981	0.10939916871515024	0.18458760082178272	-0.005062729036218313	0.05016567101436009
RFPL1	0.022465649412746168	0.1110283451613933	0.18701515428557156	-0.005165818569265681	0.05006283769464717
SEMA6A	0.022223458378944173	0.11493304441077447	0.1922729976343791	-0.005408123811270428	0.049821130054583114
DCN	0.022192669735284474	0.1154370737927235	0.1926680116776654	-0.00543892674124049	0.049790402630967824
STAT1	0.02211305542668917	0.11674846578161543	0.19448175300686404	-0.0055185777487527735	0.049710946385006956
SLC25A16	0.02201631376454606	0.11835768464165904	0.1966620073064453	-0.005615363532948132	0.049614396319225436
ITGA11	0.021943197650715826	0.11958540899704852	0.19853401797988443	-0.005688512650172939	0.04954142466924278
BTC	0.02193589459190525	0.11970858362049609	0.19857065728940398	-0.005695818989219072	0.0495341360237343
KAL1	0.021874790008067288	0.12074308033442836	0.19961229779193373	-0.00575695090313045	0.049473151920590194
CHRDL2	0.021799986104385886	0.12201901171575585	0.2012135508058308	-0.00583178798296377	0.04939849522856803
CXCL12	0.021674329764844576	0.12418601832002955	0.20461521810447822	-0.005957499355477356	0.049273085482486594
THBS1	0.021469005196586056	0.12779139024258782	0.20985141340839672	-0.006162911969023737	0.04906816197930109
CPA3	0.021418021498058805	0.12869912317360838	0.21116547862403245	-0.006213917168483409	0.04901727750825767
CCNE2	0.021155462707373757	0.13345334482932156	0.21805521567785985	-0.006476584409169499	0.048755227456292856
NAV3	0.021110825954150887	0.1342749360135944	0.21921527375785485	-0.006521239220396786	0.04871067681417021
ATP12A	0.02109941850469093	0.13448552932008145	0.21937672722976745	-0.006532651267112251	0.04869929135379992
SAMD9	0.021053864952541388	0.1353290406429523	0.22056949030934295	-0.006578223105796671	0.04865382553952789
C1QTNF3	0.021021733774336436	0.13592646411056897	0.2213595153508768	-0.006610367113370312	0.04862175617840653
UGP2	0.020934305379918174	0.1375623491671057	0.22346770369246946	-0.006697830127206584	0.04853449569915767
KCNE4	0.020867700276368684	0.13881875810944794	0.22532234787351715	-0.0067644613209554465	0.04846801823477623
CD82	0.020847346524634987	0.13920445935399955	0.22576181517031801	-0.006784822996605585	0.048447703439322164
HIST1H3D	0.020800061103489226	0.14010369597715058	0.22684960818290562	-0.006832126737982513	0.048400508432466204
MIR205HG	0.02065402453430314	0.1429091166008184	0.23080411128011472	-0.0069782191067258624	0.04825475032122977
GPR133	0.02062760690258451	0.14342118129172343	0.2311296377683249	-0.007004646706448212	0.048228382936264566
AC025287.1	0.02055247524983663	0.14488518236202944	0.2330503670426092	-0.007079806497173028	0.04815339397483738
SLC15A2	0.020479736198315536	0.1463134386905815	0.23515515023592637	-0.007152572493156063	0.04808079277413103
EGR1	0.02041948381850452	0.14750464881550984	0.23687582197355792	-0.007212846970443026	0.048020654360279136
ALDH1A3	0.020346595120801184	0.14895557061500322	0.23862050627069034	-0.007285762131607106	0.047947903262372575
USP18	0.020328841579671676	0.14931061641751178	0.2389943363031729	-0.007303522073955535	0.0479301831921519
MXRA5	0.02030990710351359	0.14968999030203275	0.23940646657426085	-0.0073224633579204446	0.04791128439418438
TNFSF13B	0.020271160663136636	0.1504686102143757	0.24045594016357513	-0.007361223667603922	0.04787261090204096
PODXL	0.02026503182967497	0.15059205294365294	0.2404575544563694	-0.007367354687278737	0.04786649359980299
KIF14	0.020234871275044603	0.15120065053895365	0.24123320687124694	-0.0073975259701985555	0.04783638976122217
HERC6	0.020168999169206905	0.1525363680870468	0.24255057486546094	-0.007463421332205267	0.04777064135162479
MATN2	0.020163929092507745	0.15263954711546854	0.24255057486546094	-0.0074684931889502605	0.047765580785725584
ZSCAN5B	0.02013537991562059	0.15322153091411428	0.24307519120785176	-0.007497052362584526	0.04773708513690254
