	hCiPSCs_6_corr	hCiPSCs_6_pval	hCiPSCs_6_qval	hCiPSCs_6_ci_low	hCiPSCs_6_ci_high
PSMB9	0.1569198552723245	3.1846924276505725e-29	1.233675725425192e-28	0.12985456810321028	0.1837514765548342
MGP	0.1567900305689726	3.5433456414103685e-29	1.3699076456161346e-28	0.1297237107810278	0.18362286804790903
MX2	0.15663426521791954	4.026862884275378e-29	1.550737000924871e-28	0.1295667077248073	0.1834685606927075
FBN1	0.15612394649622344	6.117361360369198e-29	2.346581584329122e-28	0.12905234353812342	0.1829630093962236
SULF1	0.1559481703566752	7.062687633543713e-29	2.703921737286521e-28	0.12887517733597417	0.18278887208026126
SEPP1	0.15572889291934636	8.447274395604909e-29	3.227713407192226e-28	0.1286541682443074	0.1825716366837556
CRYAB	0.15564448865918182	9.049241735803695e-29	3.451011799828826e-28	0.12856909815268547	0.18248801774727258
OAS2	0.15549269484829673	1.0240802733119867e-28	3.8978559240014374e-28	0.12841610790381375	0.18233763529641014
FBLN5	0.1546638744074947	2.0076767287550978e-28	7.612117944546355e-28	0.1275807774339028	0.18151649897372887
FAP	0.1543189206278326	2.653934689058316e-28	1.0023707171751025e-27	0.12723312551300597	0.18117473227623035
ELN	0.1538952273912176	3.7356198660382638e-28	1.4028216858315776e-27	0.1268061273618448	0.18075494473115533
SELM	0.1525219315516918	1.123721310214044e-27	4.187834256661067e-27	0.12542218847054473	0.1793942409466039
IFI44L	0.15242789859981468	1.211279742554114e-27	4.4970763976867304e-27	0.12532743062053514	0.1793010664424974
GREM1	0.1521341370187173	1.5307631756314254e-27	5.672488447056829e-27	0.1250314076223627	0.17900998357073047
COL6A3	0.1513988981082287	2.7444560653147376e-27	1.0150869514648107e-26	0.12429052989342355	0.17828142842166242
APOL1	0.1513697579373214	2.8085285551609934e-27	1.0368327222436448e-26	0.12426116685851478	0.1782525525450748
IL1R1	0.15009396991895416	7.678927072309187e-27	2.8189556579467745e-26	0.12297566815513108	0.17698829022577575
HLA-B	0.14975320724677593	1.0030484004282624e-26	3.6714239962030025e-26	0.12263232716018718	0.17665059104536915
RSPO3	0.1497521914135341	1.003846581446544e-26	3.6714239962030025e-26	0.12263130365052101	0.1766495843351067
SPARC	0.14959751814564454	1.133022609495273e-26	4.136164321651888e-26	0.12247546222450284	0.17649629949786866
LGALS3BP	0.1490788156925871	1.6987293250557352e-26	6.155543163117092e-26	0.12195285207363392	0.17598224367351883
THBS2	0.14897549138628555	1.841128244004288e-26	6.659255748111274e-26	0.12184875115959008	0.1758798432121444
EPSTI1	0.14870001738462826	2.2812206749781177e-26	8.235877583928351e-26	0.12157120955263452	0.17560682943748598
ACTA2	0.1486768774705234	2.3226199077038922e-26	8.3699550435421e-26	0.12154789615208411	0.17558389599489443
IFI35	0.1482717853768938	3.1806147358241324e-26	1.1419976857693958e-25	0.1211397718176345	0.1751824137033997
TMSB10	0.14762328341146264	5.251397261519073e-26	1.871822907735655e-25	0.12048643470889646	0.17453967194837391
VIM	0.14753639274266228	5.615349259641216e-26	1.9979249902056788e-25	0.12039889798082666	0.17445355132880072
GBP1	0.14739826420380064	6.246011799021962e-26	2.2182942447159375e-25	0.12025974328177585	0.17431664607572642
EMP3	0.1467388294395555	1.0367341832569172e-25	3.655558233243421e-25	0.11959542425941085	0.17366303701460045
G0S2	0.1454893565938684	2.6904309157564533e-25	9.402146474280559e-25	0.11833676355322546	0.17242453744457406
CLDN11	0.14532172986574166	3.055651037496126e-25	1.0640600421351758e-24	0.11816791083830876	0.1722583763894557
CCDC80	0.14436992847103605	6.276888985828885e-25	2.158985983917326e-24	0.11720917793872028	0.17131486816941083
IFIT2	0.1441358294384798	7.48708241319704e-25	2.5662530295844654e-24	0.11697338183405227	0.17108280130036185
MYLK	0.14406988311232016	7.867899078538055e-25	2.6920825418551814e-24	0.11690695799096207	0.1710174269003365
SAMD9	0.14378342688728665	9.757347207957078e-25	3.3269843604909206e-24	0.11661843035862964	0.17073345224178604
RAMP1	0.14332498663280369	1.3756969908398019e-24	4.658394637947191e-24	0.11615668459570697	0.17027897413298912
DPT	0.14332054815178655	1.3802723684864327e-24	4.665843255950695e-24	0.11615221416914692	0.17027457395622875
SOD3	0.14303352625684757	1.7104730989841552e-24	5.762211263130155e-24	0.11586312879868058	0.16999002678866082
OAS1	0.14212346002792192	3.3666141203295745e-24	1.1321969404670007e-23	0.11494655030037478	0.16908777750592227
BDKRB1	0.1418919113174454	3.996732931436888e-24	1.3372373896664476e-23	0.11471335205364303	0.16885821045363725
CTHRC1	0.1407195812867801	9.484776023421331e-24	3.146638532094509e-23	0.11353271640220183	0.16769586864195896
GLIPR1	0.14058825555715504	1.0444083567130858e-23	3.4532289774149837e-23	0.11340046504973075	0.16756565713225685
TGFB1I1	0.1396094008095345	2.1354137225943015e-23	7.025046149372207e-23	0.11241474139485783	0.16659507772446525
RP11-572C15.6	0.13951420099752845	2.288607254456379e-23	7.516429176843357e-23	0.1123188763940155	0.16650067995122408
MSC	0.13797430144027895	6.971617786484221e-23	2.278245812421799e-22	0.11076828742870977	0.16497368501300336
PTGDS	0.13684190304256016	1.5687136567267648e-22	5.050743642313715e-22	0.10962811284981007	0.16385069371244448
OASL	0.13659594337504372	1.8691709064775704e-22	6.0082678565007335e-22	0.10938047364354918	0.16360676803534216
IFI16	0.1355338247614038	3.9689215237434055e-22	1.2695377642723205e-21	0.10831114113159593	0.16255339480247838
IFIH1	0.13540254845269217	4.354212709095978e-22	1.388258727380601e-21	0.1081789775697223	0.16242319513332326
LOX	0.13513264041176412	5.266381627536633e-22	1.6763652376794079e-21	0.10790724833276945	0.16215549773962484
TMEM176B	0.13508202824331753	5.457362446661346e-22	1.7343462532755474e-21	0.10785629511321289	0.1621052996607915
RRAS	0.13412019707467965	1.071149225730972e-21	3.3931243215090786e-21	0.10688800981242091	0.16115131124511606
TIMP3	0.13367051230093474	1.4656697536683062e-21	4.627934720586099e-21	0.10643532525909599	0.16070527586272756
ITGA1	0.13353745360764807	1.6078391217545417e-21	5.068693475322503e-21	0.1063013811157995	0.16057329488266933
DES	0.13294215992582573	2.4300737768519147e-21	7.6119057380178e-21	0.10570213810657915	0.15998281096279765
CFB	0.13283073922095207	2.6248342353671798e-21	8.19793006556131e-21	0.105589980406861	0.15987228834767322
HSPB7	0.1325560612959223	3.173370312191521e-21	9.87717796060879e-21	0.10531348857858204	0.15959982152670674
TSPO	0.13221690639607164	4.0090808972222706e-21	1.2399739971881165e-20	0.10497209979690121	0.15926339107336399
PTGIS	0.13112056336941486	8.499710102067801e-21	2.6083485375720564e-20	0.10386857951062753	0.158175812043035
RSAD2	0.13108917976717863	8.683711206750895e-21	2.6606566006331918e-20	0.10383699144201	0.15814467834994778
COL11A1	0.1306259505995911	1.1904982443294597e-20	3.630649925253197e-20	0.10337075069821532	0.1576851316415502
DIRC3	0.12959061900646626	2.399853707725586e-20	7.273630682057178e-20	0.10232873143778218	0.15665798808623851
DPP4	0.12953574145463165	2.490308816065928e-20	7.536157958017693e-20	0.10227350107702518	0.15660354290574885
NR2F2	0.1294934818439592	2.5622546986636212e-20	7.741951120269773e-20	0.10223096989298902	0.15656161613958736
RHOBTB3	0.12897622045087972	3.6281613298141023e-20	1.0895579284028894e-19	0.10171039249408208	0.1560484208879384
COLEC12	0.1281926912954733	6.128244489516198e-20	1.8263842454339625e-19	0.10092186881119579	0.15527102313993466
LINC01133	0.12739061735264545	1.0444936602248508e-19	3.0940958501985023e-19	0.10011471761470415	0.15447519098478413
GUCY1A3	0.12719926141411428	1.1855875632551408e-19	3.5067680334835795e-19	0.09992215566709871	0.1542853189967039
A2M	0.12667063769779915	1.6807772016997637e-19	4.949095088663173e-19	0.09939021095091512	0.15376078431894144
HLA-C	0.1264056926547402	2.0009567791295195e-19	5.874258765635839e-19	0.09912360729591164	0.15349788294909758
KLF2	0.12613282428750097	2.3936515075934015e-19	7.016614270020061e-19	0.09884903480920412	0.1532271153629577
ALDH1A1	0.12612390886005503	2.4076909840871993e-19	7.047250510800685e-19	0.09884006377315331	0.15321826850569228
PLAC9	0.12585198589878582	2.877253853444668e-19	8.409116916912691e-19	0.09856644686475403	0.15294843486718446
SAMD9L	0.12562862532248253	3.3297340124244806e-19	9.702667062910503e-19	0.0983416979474197	0.1527267874616256
C10orf54	0.12472388585567942	6.000246892287322e-19	1.7381246159959148e-18	0.09743136336859083	0.15182895944074107
PSMB8	0.12374487232343363	1.1292896615823778e-18	3.2520892893662608e-18	0.09644634684038411	0.1508573743545167
OAS3	0.1237403976145714	1.1325452378773097e-18	3.253578834394416e-18	0.09644184481679927	0.15085293347808112
NEAT1	0.12352278719042262	1.302564040151832e-18	3.7346507662163475e-18	0.0962229073931113	0.15063696704453813
ADAM12	0.12337524484294815	1.4319308494930193e-18	4.0995804495689355e-18	0.09607446682751201	0.15049053786920652
MYOF	0.12301533643642312	1.8031258206992865e-18	5.139824545505658e-18	0.0957123724405718	0.15013333989567443
RBP1	0.12296561379914828	1.861368625742895e-18	5.298156494143543e-18	0.09566234837034043	0.15008399115783744
MYL6	0.12270623438993424	2.196653939056906e-18	6.225437714729817e-18	0.09540139876449523	0.14982656001360203
FN1	0.12177264866675735	3.97539395489302e-18	1.1250250327679959e-17	0.0944621924853587	0.14889995625415467
FAM198B	0.12142945375502313	4.938341524018456e-18	1.393520510513254e-17	0.09411694362443594	0.14855931600253483
ANXA1	0.12137362978239381	5.115384801371373e-18	1.4414082854940283e-17	0.09406078617828091	0.14850390696129612
EPAS1	0.1205297316217828	8.694783702707014e-18	2.4360278448097828e-17	0.09321186802880797	0.1476662606193946
CYP26B1	0.1199440681795273	1.2536738132462445e-17	3.4875571801921024e-17	0.0926227440719793	0.14708491304104654
IFI44	0.11966360173807646	1.4928435283120907e-17	4.1470221918033184e-17	0.09234062720959277	0.14680650676942428
HTRA1	0.11855163070155246	2.970908502351648e-17	8.218118730448783e-17	0.09122215588678681	0.14570266140499086
C3	0.11778639758097995	4.752571368634998e-17	1.3127910150684604e-16	0.09045248946766832	0.1449429809165784
PITX1	0.11778411937830194	4.7592016432217095e-17	1.3127910150684604e-16	0.0904501981152077	0.14494071919703544
DTX3L	0.11744627609652257	5.850444161957711e-17	1.6092818395076953e-16	0.09011040800590733	0.14460531712008387
DDX58	0.11721460322368678	6.737803557037869e-17	1.845613136125854e-16	0.08987740379252558	0.14437531467335177
HLA-A	0.11706748155185902	7.36888138366663e-17	2.0128627312268792e-16	0.08972943821901179	0.14422925226619648
ADAMTS5	0.11643318514345298	1.0826225275712361e-16	2.940899922752293e-16	0.08909151725259798	0.14359950919115627
KCNE4	0.11611185782523971	1.3145163005742165e-16	3.560979330107257e-16	0.08876836233437577	0.14328048014371664
HSPB3	0.11445061645036646	3.554577644077271e-16	9.56327464790104e-16	0.08709776418830682	0.1416310306207702
FILIP1L	0.11444190457773437	3.5730334105198314e-16	9.59977786355807e-16	0.0870890036524417	0.14162238018906484
TNC	0.11372663956773595	5.458874366177702e-16	1.4606579366720717e-15	0.08636975770995457	0.14091214546058822
CXCL12	0.11326549264826667	7.16405175833774e-16	1.9065308473408293e-15	0.08590605931569555	0.14045422683663872
TNFSF10	0.11278224132222721	9.513831862167587e-16	2.5250224023374514e-15	0.08542014693206276	0.13997434606789788
CHI3L1	0.1126339343387392	1.0376661005155311e-15	2.746598681148926e-15	0.08527102589584454	0.139827070926811
RTP4	0.11194326505545704	1.5523184533021846e-15	4.092286499712068e-15	0.0845765816960545	0.1391411911101274
HLA-F	0.11109485260682259	2.537325357449887e-15	6.644409336042104e-15	0.08372356855631127	0.13829862628621847
CHRDL2	0.1104266249212595	3.726524865979092e-15	9.668289084257512e-15	0.08305174550675169	0.13763497659164003
COL6A1	0.11036481738922262	3.8609389955243986e-15	1.0003804996319154e-14	0.08298960667970633	0.13757359126526397
ISG15	0.10986499283064688	5.138336636101857e-15	1.3278543622768484e-14	0.08248711082887478	0.13707717331593794
ISLR	0.10965931348926013	5.777477826146418e-15	1.4891032087338013e-14	0.08228033628526289	0.13687289183500423
SLC40A1	0.1096357489639864	5.855521245771069e-15	1.5072403311526055e-14	0.08225664643400461	0.13684948731374996
GBP4	0.10937298712733465	6.7992181851880995e-15	1.7455770608770492e-14	0.08199248921621055	0.1365885075816288
TNFSF13B	0.10936227571842097	6.8407076488296526e-15	1.753936008133347e-14	0.08198172100660278	0.13657786873954167
PARP9	0.10912918102705677	7.807850360830578e-15	1.9966950662332364e-14	0.08174739183880843	0.13634635164531878
MFAP5	0.10873714530976467	9.746429438994351e-15	2.4763243749268958e-14	0.08135328671600077	0.13595696254141423
ITGA11	0.1081413272042647	1.363201411564272e-14	3.450164397309575e-14	0.08075433991256872	0.1353651506703625
PNRC1	0.10718780071378455	2.3232210910065728e-14	5.857260876427354e-14	0.07979584751573723	0.13441799519538436
OPTN	0.10704273807159911	2.518455832024559e-14	6.341342633456711e-14	0.07965003383539537	0.13427389743289905
FIBIN	0.10662949340601655	3.1674144827505185e-14	7.954989826242991e-14	0.07923465608925377	0.13386339513816542
ADH1B	0.10622660462978141	3.957400794012092e-14	9.926353971187419e-14	0.07882969684559171	0.13346317101132868
TMEM176A	0.10576302596063884	5.107760520329904e-14	1.2730509723258796e-13	0.07836374700767355	0.13300264739386733
ITIH5	0.10524748452600403	6.774936242766966e-14	1.6843006051638381e-13	0.07784558267708876	0.13249048963915366
SORBS2	0.10439078955863924	1.0800333176672274e-13	2.6748870566184547e-13	0.07698456188208581	0.1316393852889547
EGFL6	0.10395202871464629	1.3693880941743445e-13	3.3787414785909706e-13	0.07654360137119101	0.13120347215240144
CRISPLD2	0.10379300148914608	1.4920528175293814e-13	3.672170092265294e-13	0.07638377953188395	0.1310454744658421
RPS27	0.10372502278833963	1.5477230468206102e-13	3.799660079944598e-13	0.07631546159055684	0.13097793543534997
ACTG2	0.10346394896850516	1.7811313623173336e-13	4.367218471399804e-13	0.07605308730156496	0.1307185478284428
DDX60	0.10109815566147237	6.259256300421134e-13	1.5120761837671718e-12	0.07367568246806083	0.1283678644954689
AMIGO2	0.10100697039456702	6.566134454461329e-13	1.5823175544247913e-12	0.07358405589328876	0.12827725548226482
GPR133	0.10086838865292395	7.060995214401488e-13	1.6953294133355161e-12	0.07344480434627762	0.12813954864897822
MYH11	0.1006256289195782	8.017531233923891e-13	1.922641189673568e-12	0.07320087386259777	0.1278983189966146
IGFBP4	0.10059657957526567	8.140183638182282e-13	1.949673251876829e-12	0.0731716846426662	0.12786945253012305
HOXC8	0.09972249854521363	1.2827685876055962e-12	3.0537666740089588e-12	0.07229341679696336	0.12700085259405094
TINAGL1	0.09966905716160007	1.3187696840018222e-12	3.1356702898057852e-12	0.07223972081094764	0.12694774496780362
COX7A1	0.09961404403355809	1.3568644476894187e-12	3.222347974923843e-12	0.0721844457585723	0.12689307524977736
FOSL2	0.09944281069212926	1.4824777432887705e-12	3.51640856016805e-12	0.07201239823234727	0.12672290974236283
SERPING1	0.09833442728576211	2.6199956041887324e-12	6.169869744156679e-12	0.07089878413430761	0.12562139952767473
ECM1	0.09823817162348109	2.752001108153495e-12	6.472970271153849e-12	0.0708020774490167	0.12552573758087068
HOPX	0.09788598351801497	3.292929621907179e-12	7.736021264863277e-12	0.07044824349944687	0.12517571748534614
C11orf96	0.09767763446010913	3.660637373317112e-12	8.579345824814807e-12	0.07023892403600589	0.12496864779058532
TBX3	0.09744913577461697	4.110228169767823e-12	9.598677913702738e-12	0.07000936387432724	0.12474154946308065
HAND2	0.09736948248251572	4.279332952174454e-12	9.981721992957991e-12	0.06992934124102966	0.12466238365532219
MX1	0.09712788570588204	4.83503607921059e-12	1.126454431740166e-11	0.06968662637391931	0.12442226334426733
AHNAK	0.09673302726572378	5.8990224064205475e-12	1.3710863912674504e-11	0.06928994755469137	0.12402981111222108
FSTL3	0.09632714955251308	7.231179496521868e-12	1.678727722360396e-11	0.06888220770596194	0.12362639785611435
CYBRD1	0.09539842006272806	1.1486125258934434e-11	2.6602299538381164e-11	0.06794925177014886	0.12270327359020018
CDKN1A	0.09517930322969095	1.2802882869370564e-11	2.961703410535193e-11	0.06772914478291354	0.1224854723189997
COL4A1	0.09503323869377923	1.376158423704338e-11	3.179735463712141e-11	0.06758242168879132	0.12234028328313444
OLFML1	0.09478031793951994	1.5590478223002338e-11	3.593861411969083e-11	0.06732836340379411	0.12208887575314221
KDELR3	0.09452599958451464	1.76687809921631e-11	4.068169503940015e-11	0.06707290482168847	0.12183607545074594
LRAT	0.09409445190822491	2.1832249287683058e-11	5.020906042272778e-11	0.06663943055267241	0.12140709561961456
PLAT	0.0940259096538524	2.2576443023695693e-11	5.185980596320274e-11	0.06657058325337183	0.12133896027438551
APBB1IP	0.09385996081383609	2.4482548520386538e-11	5.6172576278083135e-11	0.06640389694649866	0.12117399554318263
LRP10	0.0938534578118882	2.456036391479691e-11	5.628536141033971e-11	0.06639736507679612	0.12116753107457735
COL15A1	0.09354744721368577	2.8508945591017474e-11	6.510647574506781e-11	0.06608999871459727	0.12086333111324618
CDKN2B	0.0932261075692918	3.3323240898067074e-11	7.601259596260596e-11	0.06576724100044	0.12054388728382402
FDCSP	0.09277095467525152	4.1527976551636946e-11	9.46182667603422e-11	0.0653100893523861	0.12009140998386124
S1PR3	0.09264815940054333	4.406078123976769e-11	1.0015668328113859e-10	0.06518675681011991	0.11996933461092779
PARM1	0.0925510283042674	4.617067912767725e-11	1.0483146104827528e-10	0.06508920132934519	0.11987277237192508
SEMA3C	0.09253579166614548	4.6510495600781606e-11	1.0548107778283496e-10	0.06507389816704273	0.11985762492168178
RPL37	0.09241050013790024	4.93991436970614e-11	1.1190301986277809e-10	0.06494806009743499	0.1197330663068131
ISG20	0.09218754294692356	5.497944563940139e-11	1.2440049681541971e-10	0.06472413249214932	0.11951141121333352
IRF7	0.0918007039071978	6.615843932157911e-11	1.490082280132814e-10	0.06433561630973729	0.11912682489845677
FTH1	0.09173177649659735	6.83712527579458e-11	1.5381573930882653e-10	0.06426639093790071	0.11905829802017628
TNFAIP2	0.09153586328478569	7.506333716915672e-11	1.6867779656776178e-10	0.06406963227062895	0.11886352182462755
SRGN	0.09104764537246093	9.464988333741052e-11	2.1220590282497063e-10	0.06357931676502757	0.11837812821812829
XIST	0.09051146188703904	1.2192628987245995e-10	2.7184018271394277e-10	0.06304084488438333	0.11784503146608091
FTL	0.09051121389116884	1.2194053002595905e-10	2.7184018271394277e-10	0.06304059583378377	0.11784478489424309
SP110	0.09050205649504062	1.2246749556911068e-10	2.7270539829674983e-10	0.06303139949353724	0.11783568007900343
FRZB	0.09032848039464655	1.3288728549227123e-10	2.955726259420393e-10	0.06285708609959254	0.11766309976678059
MXRA5	0.09029143007028877	1.3522107940987183e-10	3.004233031232899e-10	0.06281987861484031	0.11762626178247482
MMP23B	0.08959505805749428	1.873228475568112e-10	4.138381019140351e-10	0.0621205669307996	0.11693386676975309
COL8A1	0.08938035516611591	2.070216434935722e-10	4.56843267215029e-10	0.0619049631312777	0.1167203846923275
NUCB2	0.08933908213591016	2.1103370092054633e-10	4.6517417352183274e-10	0.06186351721042993	0.11667934605361502
ASPN	0.08929527390808116	2.1537525601341866e-10	4.742118865586931e-10	0.06181952557580874	0.11663578651264579
ZNF503	0.0886290455162878	2.9320522007668556e-10	6.448544817811987e-10	0.06115052111978529	0.11597332714658165
MMP14	0.08848245152453621	3.137037457900856e-10	6.891657234135661e-10	0.0610033196088199	0.11582755920938975
HERC6	0.08837607739262743	3.294473712739661e-10	7.221368718549882e-10	0.06089650538641032	0.11572178375637317
CDKN1C	0.08830571907392297	3.402815371738563e-10	7.450534437117656e-10	0.06082585632744996	0.11565182107699584
ICAM1	0.08802536004072099	3.8701230776580635e-10	8.464278089666411e-10	0.06054434150676511	0.11537303586565203
RHOC	0.08789113631448739	4.1154697029435247e-10	8.990859284294864e-10	0.06040956598721381	0.11523956409186523
PARP14	0.08743415452775882	5.069988306444971e-10	1.1039309350175082e-09	0.059950713062959564	0.11478513501847257
TMEM52B	0.08718328212975737	5.682530669346121e-10	1.2332033408393127e-09	0.05969881839211095	0.11453565913373794
LMOD1	0.08672647305203747	6.988482855818311e-10	1.514942641150901e-09	0.05924015686545543	0.11408138408154699
GMPR	0.08612338890281628	9.168295215784732e-10	1.974400417083466e-09	0.058634644867689954	0.11348162785901858
SNAI2	0.08537826335983109	1.2789664558228237e-09	2.745235102990192e-09	0.05788654758970699	0.11274058651581954
HGF	0.08493348426695614	1.5580246066016689e-09	3.326043834093128e-09	0.05744000932870465	0.1122982308487297
ENG	0.08474997132102596	1.68971389534651e-09	3.599347169696904e-09	0.057255773767141985	0.11211571463166177
PRSS23	0.08407178266309848	2.2771937129856553e-09	4.824604587167019e-09	0.056574930865080156	0.11144119345427675
STAT1	0.08371078485516284	2.666655903527111e-09	5.637580403150964e-09	0.05621253064013902	0.11108213755059691
RHOB	0.08313859399697467	3.4202817306707477e-09	7.215288205195863e-09	0.055638131758590725	0.11051301002139813
PAMR1	0.08275556592732479	4.036642061599958e-09	8.479106961478416e-09	0.055253635795332594	0.11013202253150588
CDC42EP3	0.08259996638383128	4.316785301053231e-09	9.048203128354904e-09	0.05509744227128034	0.1099772496457024
EPDR1	0.08250343939300255	4.499985069985548e-09	9.422143579372725e-09	0.0550005474780028	0.10988123480900018
ADIRF	0.0819858173166499	5.618995955842305e-09	1.1727638743118265e-08	0.054480961912350884	0.10936635042179504
PRRX1	0.0818845626040111	5.867549235875162e-09	1.2194567935723617e-08	0.05437932485329718	0.1092656295243314
GAS1	0.08160353177913922	6.614740188148314e-09	1.373292783247705e-08	0.054097235818261855	0.10898607734895943
KCTD12	0.08139138795357113	7.239261533319713e-09	1.4997794990970375e-08	0.053884296081731585	0.10877504685360122
WNT5A	0.08137698319796748	7.283684984759607e-09	1.5073927618617354e-08	0.05386983737376496	0.10876071760462806
DDX60L	0.08130537901926183	7.508470266063573e-09	1.552277431847248e-08	0.05379796517600798	0.10868948859074543
DAB2	0.08102892228175403	8.44133925734197e-09	1.7433007677623165e-08	0.05352047631756531	0.10841447768930201
CCL2	0.08082448211297917	9.202690923777526e-09	1.898538337636456e-08	0.05331527562632862	0.10821110402241162
C10orf10	0.08056781493825944	1.025344344311253e-08	2.1130915973004205e-08	0.05305765693272037	0.10795577255635253
HTRA3	0.08036655396552772	1.1158039324907895e-08	2.2947004433632573e-08	0.05285565240490924	0.10775555642822611
SLC12A8	0.08017708174827279	1.2080208199091747e-08	2.4817498852527395e-08	0.05266548224344187	0.10756706582406471
CTSK	0.0801506321464181	1.2214687788598978e-08	2.5067551532715146e-08	0.052638935369945114	0.10754075309504742
TAPBP	0.07996042316486068	1.322553189784498e-08	2.7085448016024544e-08	0.05244802801691023	0.10735152728708369
CXCL10	0.07979496566747564	1.4170535355652798e-08	2.896038651248917e-08	0.05228196466105474	0.10718692341113759
TAP1	0.07978719926342187	1.4216467489404251e-08	2.902405628813924e-08	0.0522741698560176	0.10717919703829663
IGF2	0.0797287795223675	1.456663827885613e-08	2.9698202708870247e-08	0.05221553658711312	0.10712107831036262
