	hCiPSCs_3_corr	hCiPSCs_3_pval	hCiPSCs_3_qval	hCiPSCs_3_ci_low	hCiPSCs_3_ci_high
SUMO2	0.17896047342821392	1.1066760444760475e-37	4.261787747746975e-36	0.15208417172836175	0.20557231015327856
HNRNPA3	0.1770877236089016	6.4397973102029e-37	2.432261907161249e-35	0.1501943065455439	0.20371926308047864
MT-CO3	0.1767971605015874	8.448249736466913e-37	3.1306344306454746e-35	0.14990110554627767	0.20343173981681897
LIN28B	0.17603478089944602	1.71834617804973e-36	6.249688692017907e-35	0.1491318271312237	0.2026773143176071
HSP90AB1	0.17584686546022585	2.0459419974798524e-36	7.305872878273509e-35	0.14894221623803108	0.2024913545899685
LRRN1	0.17419674239009178	9.389244858629733e-36	3.2929423039908564e-34	0.14727729000851353	0.20085832248758184
PA2G4	0.17300809119371963	2.7872037863452644e-35	9.603628484880877e-34	0.14607807000494583	0.19968189079300516
RIF1	0.1720714565013945	6.532551710566596e-35	2.212057165440137e-33	0.14513316304348825	0.19875483066295463
CFL1	0.17152353593253986	1.0727138247861728e-34	3.570864325220412e-33	0.14458042607169222	0.19821248896469143
YWHAB	0.17104179452194612	1.656770523182865e-34	5.423162179218578e-33	0.14409446388541394	0.1977356390942101
EIF3E	0.17095171425004252	1.7967967190672693e-34	5.682001556018303e-33	0.1440035958179321	0.1976464720837068
HNRNPC	0.1709470180435059	1.804410775310982e-34	5.682001556018303e-33	0.1439988585532597	0.19764182347663595
YBX1	0.1709358553169927	1.8226379736718591e-34	5.682001556018303e-33	0.14398759823788262	0.19763077388764877
TPM3	0.1708867198442565	1.9050677499573526e-34	5.787241058640388e-33	0.14393803328684168	0.1975821363367767
NDUFB7	0.17088075140433473	1.9153292709349552e-34	5.787241058640388e-33	0.14393201268780131	0.197576228370006
TSTD1	0.16950780662688186	6.555548705410945e-34	1.950772372337439e-32	0.14254712254421673	0.19621714294641177
EIF3K	0.1693858331653913	7.3090391747491865e-34	2.1425302894339407e-32	0.14242409295275643	0.19609639579682808
COX5B	0.16930953620956732	7.82345357880855e-34	2.259597474820587e-32	0.1423471357890523	0.19602086551297998
SERBP1	0.16892437057635784	1.1022960969385763e-33	3.137550049836759e-32	0.14195864224186566	0.19563956538810282
KPNB1	0.16791535897231374	2.6956095405247336e-33	7.563110196557968e-32	0.14094095194470418	0.19464064188985913
MT-CO2	0.16761857651842796	3.502793842517093e-33	9.689418460145874e-32	0.14064162766002378	0.1943468161181799
PEBP1	0.1669911993901339	6.0839543941635836e-33	1.6595675597412886e-31	0.14000889351195941	0.19372567342071353
COX4I1	0.16660529892652814	8.534833135085117e-33	2.296220859905092e-31	0.1396197088846831	0.1933435971164226
MT-ATP6	0.16634713459755637	1.0698952279547807e-32	2.8395597671664717e-31	0.13935935213080125	0.19308798659195395
HNRNPA1	0.16575475103034998	1.7944717876428163e-32	4.699123454573988e-31	0.1387619519312819	0.19250144926159135
SMPDL3B	0.16498451673018263	3.505021645466217e-32	9.057713831178488e-31	0.13798522423653337	0.19173878782779571
DEK	0.16471542644826861	4.4251753378122366e-32	1.1287070601900303e-30	0.13771387323956363	0.1914723355983136
NDUFS6	0.16468413800902695	4.546641960009593e-32	1.1448211294178e-30	0.1376823221989978	0.1914413536423413
USP44	0.16430780568038056	6.294422537395974e-32	1.5571302659411333e-30	0.13730283563700404	0.19106870346758092
HSP90B1	0.1642989566829895	6.342689474301969e-32	1.5571302659411333e-30	0.1372939125670412	0.19105994095873666
SERF2	0.16343062258280106	1.33936208006743e-31	3.2475396608054724e-30	0.1364183311926918	0.1902000730588167
RANBP1	0.16340440606915851	1.369842535051268e-31	3.2809399254154765e-30	0.13639189652757205	0.19017411151571798
UGP2	0.16327260575170008	1.53382670645227e-31	3.62944054394248e-30	0.13625900006305192	0.1900435924642497
EEF2	0.1629829856499973	1.9657780574982898e-31	4.596176315388859e-30	0.13596697468596688	0.18975678451236433
RAB3B	0.16255676178003828	2.829764501575448e-31	6.538420565993153e-30	0.1355372195935635	0.18933469087538715
GABRB3	0.16139720813872632	7.585142260493821e-31	1.7322348139081236e-29	0.13436811061847584	0.1881863235582925
ID2	0.16091912641532244	1.1365073433243838e-30	2.565632669297804e-29	0.13388611115589893	0.18771283260740354
PABPC1	0.16010536699400726	2.2553644374309394e-30	5.008715779575102e-29	0.13306571262762512	0.18690685866004303
LINC00678	0.1600978057100188	2.2697337290335237e-30	5.008715779575102e-29	0.13305808982817643	0.18689936954787773
MIF	0.16003954237808493	2.383545414518511e-30	5.201425771238173e-29	0.1329993525973129	0.18684166223008788
NDUFAB1	0.15990144818131313	2.6764153765721403e-30	5.776351428118333e-29	0.1328601359365347	0.18670488514447348
ATP5B	0.159796230509787	2.9232811979934978e-30	6.24056986180351e-29	0.1327540637457973	0.1866006703177789
FOXH1	0.15953954481242696	3.624399920477642e-30	7.654109079374289e-29	0.13249529598928525	0.18634642859797118
PODXL	0.15925542606843401	4.596163135740177e-30	9.603047232546498e-29	0.13220887696649644	0.18606501084305482
EZR	0.15909980400700383	5.233802625911947e-30	1.0820198270832698e-28	0.13205199687400104	0.18591086634602438
NDUFB2	0.1587677482665646	6.90259170957616e-30	1.4121552205841228e-28	0.13171726136273365	0.18558195891954032
PRODH	0.1579115816246176	1.4050769835825556e-29	2.8449187585114836e-28	0.13085421370479625	0.18473388211529193
RPL4	0.15774361679452611	1.6145557373748705e-29	3.2357014981675973e-28	0.13068490375217232	0.18456749968178263
HSPD1	0.15748761221032295	1.9948500769221223e-29	3.9574601526010584e-28	0.1304268520274897	0.18431390395904254
METAP2	0.1572714565693854	2.3842237120943044e-29	4.682615370553214e-28	0.1302089707528149	0.18409977944193806
RPL7	0.15715427924878317	2.6259016416259904e-29	5.10620873678559e-28	0.13009085906386422	0.1839837021230635
MT-ND3	0.15676293305159894	3.62311360744671e-29	6.976269730416999e-28	0.1296963978503633	0.18359602426390864
BTF3	0.15629905248016832	5.300572029860898e-29	1.0107110161793015e-27	0.12922883600335197	0.1831364811302159
AURKAIP1	0.15609672278160092	6.255099392494652e-29	1.1812514621980284e-27	0.12902490442140668	0.18293603960820928
SRP14	0.1558414771101176	7.705721607590744e-29	1.44133687974364e-27	0.12876764118697787	0.1826831727515116
SET	0.15569253305133715	8.70156125187749e-29	1.6122515376120178e-27	0.12861752149898448	0.18253561516695999
TFAP2A	0.1556391422357092	9.088773787472903e-29	1.668257169962316e-27	0.12856370956683558	0.18248272105552135
PTMS	0.15552153825794082	1.0002997908275593e-28	1.8190636936901173e-27	0.12844517855787801	0.1823662106202616
PTGES3	0.15531960234018438	1.1790345247432369e-28	2.1244255106382726e-27	0.12824165265418058	0.18216615064830194
APOC1	0.15482515922773316	1.7616936067983868e-28	3.115626076502817e-27	0.12774332606644032	0.18167629143272712
NASP	0.1548187974596539	1.7708042179247043e-28	3.115626076502817e-27	0.1277369144205986	0.18166998855666697
LDHB	0.15481467576308042	1.7767317747877573e-28	3.115626076502817e-27	0.12773276041016002	0.18166590501419436
ATP5G3	0.15407154972602286	3.240611994680403e-28	5.6323557146480636e-27	0.12698382383586143	0.18092964287924723
RPS5	0.1536004109030953	4.736102008671368e-28	8.159389776342602e-27	0.12650901715369336	0.18046284014815425
ATP5G2	0.15356932845787158	4.855952171660635e-28	8.293121795775206e-27	0.12647769316525753	0.180432043342441
EDF1	0.15330570177829206	6.001155366093952e-28	1.0160576843972863e-26	0.12621202000218187	0.1801708372049963
TXN	0.15249942581601933	1.1440884150509687e-27	1.9205039719317114e-26	0.12539950919360143	0.17937194071469148
RBM8A	0.1522919624908071	1.3499387636392063e-27	2.246847230328306e-26	0.12519044745682603	0.17916637047229975
UQCRH	0.15216907648399705	1.4887682051787888e-27	2.4570930714043203e-26	0.1250666158036225	0.1790446046817514
HNRNPM	0.15153583226079662	2.4622474939226157e-27	4.029878398386681e-26	0.12442851195403813	0.17841711999449705
FAU	0.151021349034187	3.699605619137836e-27	6.00497969916257e-26	0.12391009700179577	0.17790730004029712
RPS26	0.15099043742953253	3.791049670500533e-27	6.102968485953316e-26	0.12387894963927727	0.1778766681585672
POLR2L	0.15076883230598134	4.515578178548034e-27	7.210240278592145e-26	0.12365565593325495	0.1776570668414178
ATP5D	0.15066333944652804	4.907151607037007e-27	7.772294964694098e-26	0.12354936020596838	0.17755252693275214
SLC25A6	0.15064961005891309	4.9605276031346155e-27	7.793980970045109e-26	0.12353552637472938	0.17753892152246392
YWHAZ	0.15032511528199818	6.4038982484894675e-27	9.981949333359773e-26	0.1232085661354957	0.17721735396354557
SMC2	0.15029748303413099	6.544522128071891e-27	1.0120820046876531e-25	0.1231807242139781	0.17718997071668294
EPCAM	0.14994412744323268	8.636786042756987e-27	1.3160694248071606e-25	0.12282469112213708	0.1768397956295057
COX6A1	0.14994302659093148	8.644244185342349e-27	1.3160694248071606e-25	0.12282358193919413	0.17683870467518087
RPL21	0.14963657725151855	1.0989256181618178e-26	1.6602230108229309e-25	0.12251481619508511	0.1765350081112822
DSTN	0.14958182642165402	1.1470142146157504e-26	1.71964573855369e-25	0.1224596520646824	0.1764807485583586
ATP5J2	0.14945626044226545	1.2653203733977406e-26	1.8826433434493658e-25	0.12233313885150754	0.1763563086599432
IRX1	0.14923856787235493	1.4997612631418338e-26	2.2146850532410237e-25	0.12211380615990057	0.176140566328535
PKIB	0.14921201308502421	1.5311559612294313e-26	2.244171871533286e-25	0.12208705148693844	0.17611424926023825
HNRNPK	0.14915760099264103	1.5975340528212838e-26	2.3241162072155567e-25	0.1220322299420036	0.17606032414595613
AP2M1	0.14854044965820848	2.582280330959041e-26	3.72911659559085e-25	0.12141044611054053	0.17544868489927634
TCEB2	0.14802516631883061	3.8498319962200457e-26	5.498219799388656e-25	0.12089131123105501	0.17493798790084866
MARCKSL1	0.14802064833386178	3.8633112643362253e-26	5.498219799388656e-25	0.1208867595415643	0.17493351006470076
SLC7A3	0.147960968390465	4.045815196968991e-26	5.716533127228129e-25	0.12082663448819357	0.17487436035930032
TUBB	0.14784260999942617	4.433404931430379e-26	6.219433775235189e-25	0.12070739393558635	0.17475705297159952
COX5A	0.14770025588587607	4.948572274491341e-26	6.892904927021981e-25	0.12056397985020878	0.1746159619273701
PFN1	0.14740296381471865	6.22344380022838e-26	8.60763635468207e-25	0.12026447778869	0.17432130408333005
ASPM	0.14731620284789512	6.653406455422693e-26	9.137965229685433e-25	0.12017707279509356	0.17423531097395173
L1TD1	0.1471495199822498	7.563689307073845e-26	1.0316031804925717e-24	0.12000915382292576	0.17407010214350552
HNRNPAB	0.14694043825482456	8.881701294197655e-26	1.2030111270209789e-24	0.11979852375812017	0.17386286725659075
PTPRZ1	0.1467948299883074	9.93159496994543e-26	1.3360035973269058e-24	0.1196518386449734	0.17371854375437576
DNMT3B	0.1466888323492439	1.0772348661390032e-25	1.439244406188437e-24	0.11954505784517001	0.17361348065064186
FZD5	0.14657890439855864	1.1718778683677211e-25	1.5551136036987866e-24	0.11943431835806492	0.17350452123975552
HSP90AA1	0.14646238179430604	1.2812005774106673e-25	1.68877713693594e-24	0.11931693627014492	0.1733890245589915
H3F3A	0.14631299602447137	1.4362481185251692e-25	1.880527536522288e-24	0.1191664497243422	0.17324095297301556
VRTN	0.14627711392552303	1.476176853628412e-25	1.9200075102822526e-24	0.11913030340745223	0.1732053863565184
SERPINB9	0.14626112093299157	1.4943259224934363e-25	1.9308263893270456e-24	0.11911419267365694	0.17318953395488532
PARK7	0.14585046758704137	2.0441148149264214e-25	2.623948690533001e-24	0.11870052097181609	0.17278248579389072
PLA2G16	0.1455948111520746	2.483189423578632e-25	3.166872745395087e-24	0.11844299018867449	0.17252906915727537
ARID3A	0.1455059795968245	2.6566607828378036e-25	3.366246308060288e-24	0.11835350821892679	0.17244101501791295
UBB	0.14515697836986857	3.462365309087633e-25	4.359029145543661e-24	0.11800195591461231	0.17209506393280583
ST6GAL1	0.14514049135684318	3.505905348913268e-25	4.3857312772392726e-24	0.11798534855564141	0.17207872084581766
DDX21	0.14510510320137093	3.601200655131758e-25	4.476429168784033e-24	0.11794970213778264	0.17204364156687613
CPLX2	0.14468498245613737	4.948734540043194e-25	6.1127765010344865e-24	0.1175265207029139	0.1716271825187366
COX8A	0.1442814962252038	6.709399834903781e-25	8.23578829734439e-24	0.11712010425429852	0.17122720393635055
HMGB2	0.1441961322935681	7.154863231090681e-25	8.728044339044781e-24	0.11703412155444233	0.17114258096519777
TMEM158	0.1438050173807676	9.600488587090552e-25	1.163911085496657e-23	0.11664017681638805	0.17075485585311384
PPIB	0.1437374575231058	1.0099827442669527e-24	1.2169362636443529e-23	0.11657212901012928	0.17068788069271287
EIF5B	0.14368870176156764	1.0476081040254613e-24	1.2545745831134184e-23	0.11652302127033161	0.17063954673354279
RPL6	0.1435832118917608	1.1338324689246814e-24	1.3496042236170148e-23	0.11641677030121396	0.17053496904791388
RBM3	0.14328052439379385	1.4222171694140612e-24	1.6826713980296484e-23	0.11611190239369808	0.17023489555621155
NOP58	0.14321748468765247	1.4908563198605772e-24	1.7533184504228585e-23	0.11604840922511678	0.17017239963136527
H3F3B	0.14306760690760825	1.6674993945787365e-24	1.9493861969956183e-23	0.11589745422332888	0.1700238138283141
RPL36AL	0.14302993005768094	1.7150711731997545e-24	1.9931359669611346e-23	0.11585950677469468	0.1699864615677183
SNRPB	0.14294918046976163	1.821601657590573e-24	2.104485679710521e-23	0.11577817750274076	0.16990640738360646
GSTP1	0.14256899736212636	2.418056039716315e-24	2.777229276025054e-23	0.11539527003740895	0.16952949357705654
PKM	0.14249718158536198	2.5507336362212685e-24	2.9125818962433554e-23	0.11532294054212441	0.16945829447864966
DHFR	0.1422091107137236	3.1593611458454368e-24	3.586696699676554e-23	0.11503281191440655	0.16917269442808225
DPPA4	0.14189303324980715	3.9934145631851e-24	4.507509311549159e-23	0.11471448197134797	0.1688593227912439
KTN1	0.1418431389192147	4.143658115315374e-24	4.650368307702511e-23	0.11466423258629654	0.16880985509010304
SNRPE	0.14182007429649476	4.214989713611669e-24	4.703545339507567e-23	0.11464100387976871	0.16878698763921302
RTN4	0.14154700620204955	5.157762973958816e-24	5.723077107827748e-23	0.11436599541312237	0.16851625170716178
SNRPG	0.1414125832217648	5.695761762067943e-24	6.284537135225529e-23	0.11423061877769672	0.16838297528371302
SNRPF	0.14081251685961288	8.859135461380827e-24	9.720302819079297e-23	0.113626307594772	0.16778801514356054
UQCR10	0.14069603265524394	9.65013001515281e-24	1.0529364083200067e-22	0.11350900172200834	0.16767251987567122
ARPC2	0.14054192126492526	1.0804976187755278e-23	1.1724294603730037e-22	0.11335380440953756	0.1675197157340345
TIMM13	0.14045516019768867	1.1514264496813693e-23	1.242528322623192e-22	0.11326643257753564	0.16743369004660838
NMRK2	0.1403622549365092	1.2324930274731119e-23	1.3227411507962798e-22	0.11317287376503683	0.16734157178743753
RPL9	0.13994386253294522	1.6734105153711485e-23	1.786183832711378e-22	0.11275154411341101	0.16692671775517984
NCL	0.13946663893857164	2.3691686807866507e-23	2.5151606967918823e-22	0.11227098219472763	0.1664535184074934
OAZ1	0.138680838769717	4.1885324944152755e-23	4.422730010232044e-22	0.11147971283312912	0.16567431750965483
PTMA	0.1384449108244299	4.966826418241004e-23	5.216495767607129e-22	0.11124214955427852	0.16544036434482656
PRDX6	0.13833780999481599	5.365825261142163e-23	5.605574900469792e-22	0.11113430738169569	0.16533415897531137
KIF4A	0.1382905988735812	5.551630012377059e-23	5.75827769700487e-22	0.11108676967248449	0.16528734238304468
SLC25A5	0.138285858292497	5.570635246593306e-23	5.75827769700487e-22	0.11108199630480173	0.1652826414108317
AP2S1	0.13801454744703115	6.772683014088042e-23	6.962379756218576e-22	0.11080881112271379	0.1650135953986549
RPSA	0.13800764462923693	6.806399761680074e-23	6.962379756218576e-22	0.11080186067079797	0.16500675015139546
EIF4A1	0.13799904425103376	6.84864071461912e-23	6.969290343788576e-22	0.11079320094787917	0.16499822149799603
SLC2A3	0.13798367870991687	6.924755691989073e-23	7.010422772714711e-22	0.1107777293910494	0.16498298409124182
CCNB2	0.13739670329847792	1.0552565289308048e-22	1.0628327296513338e-21	0.11018671397147749	0.16440089386022474
CALR	0.13737525668250866	1.0715871139060576e-22	1.0737740263834168e-21	0.11016512010807236	0.1643796253803929
HELLS	0.13733124115496875	1.1058901724105523e-22	1.102521978992043e-21	0.11012080246070095	0.16433597536829667
RPS20	0.13726140805153314	1.1625562439491825e-22	1.153161850058684e-21	0.11005049024921101	0.16426672195860673
GPX1	0.13693692368119675	1.4659002317674197e-22	1.446747766427745e-21	0.109723783242792	0.16394492768308921
KIF20B	0.1367533993140065	1.6708787284106762e-22	1.640802911299284e-21	0.10953900438329965	0.16376292225556002
FBXO2	0.13634417132941257	2.2356649216581543e-22	2.1845004508142363e-21	0.10912698586833151	0.16335707462550597
MZT2B	0.13600605316850195	2.841837338272595e-22	2.7630537288947407e-21	0.10878656913129911	0.16302174253132767
LRPPRC	0.1358961048440513	3.072011525189571e-22	2.972133317966659e-21	0.1086758747377498	0.1629126988275002
COX7C	0.13576344659785813	3.3743899710832426e-22	3.2486774035330828e-21	0.10854231721982428	0.16278113117353413
TKT	0.1355859595485297	3.825442616970281e-22	3.6649606340144546e-21	0.10836362854747858	0.16260510175427767
ALPL	0.13554885815585663	3.9270109077557072e-22	3.744004574190393e-21	0.10832627619320079	0.16256830484314477
C14orf2	0.13554111965766874	3.9485295888446743e-22	3.746334353860358e-21	0.10831848535987541	0.1625606298433387
GNB2L1	0.13542205170596106	4.294714439522133e-22	4.055201518856476e-21	0.10819861257816829	0.16244253849360207
GPX4	0.13537140649627596	4.450911763588304e-22	4.1825792840609704e-21	0.10814762527633731	0.16239230844410343
DLGAP5	0.1351304080250291	5.274664239740554e-22	4.933066936595451e-21	0.10790500090003644	0.16215328362038198
CENPF	0.13491733086048005	6.127510862530404e-22	5.70352195924631e-21	0.10769048890378097	0.16194194880152848
MCM5	0.13480875695681785	6.613172072526587e-22	6.126542429453875e-21	0.10758118485368505	0.1618342617602495
GNG5	0.13449649649947007	8.232412864184693e-22	7.590825758337436e-21	0.10726682815102258	0.1615245483470802
RPS2	0.1341997730836476	1.0132149522170864e-21	9.298851243711952e-21	0.10696811783671795	0.1612302403095845
PRDX1	0.1341904093932114	1.0198678222668915e-21	9.316373967126395e-21	0.10695869152580831	0.16122095276290668
SFPQ	0.13417400099043267	1.0316302856251773e-21	9.380193893369667e-21	0.10694217340225061	0.16120467777860822
ATP5L	0.13397219115146636	1.1877503609949495e-21	1.074996179259945e-20	0.10673901531747353	0.1610045076746898
USP28	0.13387106424579037	1.2745516169613767e-21	1.1482657686752953e-20	0.10663721366106368	0.16090420160378605
EEF1A1	0.1337072765919464	1.4286300243209882e-21	1.2812006245508772e-20	0.10647233437539028	0.16074174220969642
CENPE	0.13360708386396739	1.5318191152810136e-21	1.367496701096323e-20	0.10637147460909367	0.16064236128704318
NGFRAP1	0.13341941700883497	1.745321300608396e-21	1.5510457169207647e-20	0.10618255986009614	0.16045621351589717
HIST1H4C	0.13337144708101734	1.8044600214880877e-21	1.596378145136308e-20	0.10613427127098288	0.16040863157576896
PCNA	0.1329938281000967	2.3446777334857097e-21	2.0649986854555757e-20	0.10575414827640468	0.16003406244347235
LIN28A	0.13298298031820832	2.3623570272504695e-21	2.0712808935356794e-20	0.10574322867986682	0.1600233021588883
RPS9	0.13273878863541258	2.79712414675478e-21	2.4415785885450613e-20	0.10549742213401755	0.1597810784053147
REST	0.13272697993489382	2.8200454041941756e-21	2.450694324706797e-20	0.10548553542581089	0.15976936478800957
RPS25	0.13203880552244446	4.53159868082566e-21	3.920731193454448e-20	0.10479282841323415	0.15908671837644017
RPS6	0.1316835950707408	5.7829428709850264e-21	4.981447280094119e-20	0.10443528874388866	0.15873435115597764
COX7B	0.13143247975453132	6.868097039898473e-21	5.890367941642184e-20	0.10418253104157085	0.15848524169854425
DHCR24	0.13133572781298036	7.337932210278257e-21	6.265956026515868e-20	0.10408514724626867	0.15838926167297848
DBI	0.13128624546992032	7.590363299460071e-21	6.453451740320164e-20	0.10403534195295172	0.15834017391727395
MIR205HG	0.13124154438776506	7.825772762453104e-21	6.624921424766334e-20	0.10399034924330364	0.15829582918026233
PRELID1	0.13121616078890713	7.962648441876761e-21	6.7118633218223e-20	0.10396480009284234	0.15827064788412376
RPL36A	0.13112588717398832	8.468881465333905e-21	7.108069742699055e-20	0.10387393800561731	0.15818109344855721
PLK1	0.13104086316209587	8.974714832039506e-21	7.500570183032166e-20	0.10378836015831287	0.15809674638717403
SSBP1	0.1309347547223688	9.64805084263229e-21	8.029140616495686e-20	0.10368156110795881	0.15799148221566633
NDUFC2	0.13085069300034152	1.0216730069728523e-20	8.466522302509206e-20	0.10359695271331983	0.1579080889071639
MCM4	0.13027252506043882	1.513345446406329e-20	1.2488279230008532e-19	0.10301503550057907	0.15733450779066868
ESRP1	0.13012611660351867	1.671177852683974e-20	1.3733026371009727e-19	0.10286768058242059	0.1571892579497719
RBPMS2	0.12982254608579227	2.0520993611669028e-20	1.6793013105549154e-19	0.10256215143736903	0.15688808603288665
BUB1	0.1298041101711273	2.0778164633593454e-20	1.6932910929617237e-19	0.10254359674043606	0.15686979562372283
CCNI	0.1297587557336908	2.1424470266866675e-20	1.7387462646333119e-19	0.10249795016590932	0.15682479906727442
RPS11	0.12972533484728427	2.1913398067216917e-20	1.7711075639511945e-19	0.10246431408229444	0.1567916418251605
USMG5	0.1295347600706079	2.4919567305213198e-20	2.005820909321259e-19	0.10227251338519294	0.1566025692523937
TMBIM6	0.1293080182305047	2.903069148280658e-20	2.3271950233564134e-19	0.1020443156114098	0.1563776121183092
RPS16	0.12927509733976558	2.968083533912896e-20	2.3696406750426534e-19	0.10201118357064348	0.15634495011746682
NDUFA4	0.12911043389819077	3.3155032097305776e-20	2.636294859882937e-19	0.10184546490847965	0.15618158070061205
CRABP1	0.1290689080821264	3.409282436073401e-20	2.6999317356645803e-19	0.10180367321947292	0.1561403809856115
POMP	0.1290331071625403	3.492233683527455e-20	2.754516849175872e-19	0.10176764315838281	0.15610486113402347
