time,state,frac_marker_silver,frac_scanvi
StageIII_Day4,ambiguous,0.0009389671361502347,0.002347417840375587
StageIII_Day4,epithelial_like,0.7361502347417841,0.8072769953051643
StageIII_Day4,hADSCs,0.26103286384976526,0.18896713615023475
StageIII_Day4,hCiPS,0.0,0.00046948356807511736
StageIII_Day4,intermediate_plastic,0.0016431924882629107,0.0
StageIII_Day4,unknown_or_ood,0.0,0.0009389671361502347
StageIII_Day4,xen_like,0.00023474178403755868,0.0
StageIII_Day8,ambiguous,0.00030395136778115504,0.000911854103343465
StageIII_Day8,epithelial_like,0.837386018237082,0.8738601823708206
StageIII_Day8,hADSCs,0.16231003039513678,0.12462006079027356
StageIII_Day8,hCiPS,0.0,0.00030395136778115504
StageIII_Day8,unknown_or_ood,0.0,0.00030395136778115504
StageII_Day4,ambiguous,0.0013348588863463006,0.0
StageII_Day4,epithelial_like,0.4689168573607933,0.6945080091533181
StageII_Day4,hADSCs,0.528794813119756,0.3045385202135774
StageII_Day4,intermediate_plastic,0.00038138825324180017,0.0
StageII_Day4,unknown_or_ood,0.0,0.0009534706331045003
StageII_Day4,xen_like,0.0005720823798627002,0.0
StageII_Day8,ambiguous,0.007433628318584071,0.0017699115044247787
StageII_Day8,epithelial_like,0.38265486725663717,0.560353982300885
StageII_Day8,hADSCs,0.5929203539823009,0.43575221238938056
StageII_Day8,intermediate_plastic,0.01592920353982301,0.0
StageII_Day8,unknown_or_ood,0.0,0.0021238938053097347
StageII_Day8,xen_like,0.0010619469026548673,0.0
StageII_Day12,ambiguous,0.014316239316239316,0.004273504273504274
StageII_Day12,epithelial_like,0.29764957264957265,0.5579059829059829
StageII_Day12,hADSCs,0.6715811965811965,0.4329059829059829
StageII_Day12,hCiPS,0.000641025641025641,0.0008547008547008547
StageII_Day12,intermediate_plastic,0.015598290598290598,0.0
StageII_Day12,unknown_or_ood,0.0,0.00405982905982906
StageII_Day12,xen_like,0.00021367521367521368,0.0
StageIV_Day1,ambiguous,0.0008017103153393907,0.0002672367717797969
StageIV_Day1,epithelial_like,0.6423035809727419,0.7646980224478889
StageIV_Day1,hADSCs,0.3554249064671299,0.23490112239444147
StageIV_Day1,hCiPS,0.00013361838588989844,0.00013361838588989844
StageIV_Day1,intermediate_plastic,0.00040085515766969537,0.0
StageIV_Day1,xen_like,0.0009353287012292892,0.0
StageIV_Day2,ambiguous,0.000916683642289672,0.0
StageIV_Day2,epithelial_like,0.696272153188022,0.8388673864330821
StageIV_Day2,hADSCs,0.302098187003463,0.16103075982888573
StageIV_Day2,hCiPS,0.0,0.00010185373803218578
StageIV_Day2,intermediate_plastic,0.000509268690160929,0.0
StageIV_Day2,xen_like,0.00020370747606437156,0.0
StageIV_Day4,ambiguous,0.000966183574879227,0.00010735373054213633
StageIV_Day4,epithelial_like,0.9250670960815889,0.959849704777241
StageIV_Day4,hADSCs,0.07278582930756844,0.040042941492216856
StageIV_Day4,hCiPS,0.00021470746108427267,0.0
StageIV_Day4,xen_like,0.000966183574879227,0.0
StageIV_Day10,ambiguous,0.018489501723597618,0.041052961454089626
StageIV_Day10,epithelial_like,0.7941084299592605,0.8292071450955814
StageIV_Day10,hADSCs,0.12253212159197743,0.08304606706361642
StageIV_Day10,hCiPS,0.06424318395487308,0.04544030084612974
StageIV_Day10,unknown_or_ood,0.0,0.0012535255405828893
StageIV_Day10,xen_like,0.0006267627702914447,0.0
StageI_Day0,epithelial_like,0.0,0.004206098843322818
StageI_Day0,hADSCs,1.0,0.9954433929197336
StageI_Day0,hCiPS,0.0,0.0003505082369435682
StageI_Day0.5,epithelial_like,0.0017898235745333673,0.007926361544362055
StageI_Day0.5,hADSCs,0.9982101764254666,0.9910508821273332
StageI_Day0.5,hCiPS,0.0,0.00025568908207619537
StageI_Day0.5,unknown_or_ood,0.0,0.000767067246228586
StageI_Day1,epithelial_like,0.00023849272597185786,0.015263534462198903
StageI_Day1,hADSCs,0.9997615072740281,0.9844979728118293
StageI_Day1,unknown_or_ood,0.0,0.00023849272597185786
StageI_Day2,ambiguous,0.0004316857327865314,0.0
StageI_Day2,epithelial_like,0.04079430174832722,0.14461472048348803
StageI_Day2,hADSCs,0.9587740125188863,0.8551694366501187
StageI_Day2,unknown_or_ood,0.0,0.0002158428663932657
StageI_Day4,epithelial_like,0.6521739130434783,0.7068123692164613
StageI_Day4,hADSCs,0.34782608695652173,0.2931876307835387
hCiPSCs,ambiguous,0.15241343126967472,0.3058761804826863
hCiPSCs,epithelial_like,0.6756295907660022,0.5891920251836307
hCiPSCs,hADSCs,0.0017051416579223506,0.00013116474291710389
hCiPSCs,hCiPS,0.16684155299055614,0.09496327387198321
hCiPSCs,intermediate_plastic,0.00026232948583420777,0.0
hCiPSCs,unknown_or_ood,0.0,0.009837355718782791
hCiPSCs,xen_like,0.0031479538300104933,0.0
